cod_nat_pprt;lib_pprt;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;lib_commentaire;dat_css_clic;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_prescription;dat_deprescription;dat_approbation;dat_conv;dat_modification;dat_annulation;dat_annexion_plu;dat_proroga;dat_abrog;etat_revision;dat_maj
38DDT20140001;PCAS - Bourgoin Jallieu;Bourgoin Jallieu;236.0;Effet thermique;38053;Bourgoin-Jallieu;code S3IC 69DREAL20090025 Arrêté 2009-02799 du 27/04/2009 portant prescription PPRT a été abrogé par arrêté 2009-08687 du 15/10/2009;2008-12-05 00:00:00;2012-10-10 00:00:00;2012-11-09 00:00:00;2009-10-15 00:00:00;;2012-12-18 00:00:00;;;;2013-05-16 00:00:00;;;f;2019-02-01 00:00:00
38DDT20140001;PCAS - Bourgoin Jallieu;Bourgoin Jallieu;237.0;Effet de surpression;38053;Bourgoin-Jallieu;code S3IC 69DREAL20090025 Arrêté 2009-02799 du 27/04/2009 portant prescription PPRT a été abrogé par arrêté 2009-08687 du 15/10/2009;2008-12-05 00:00:00;2012-10-10 00:00:00;2012-11-09 00:00:00;2009-10-15 00:00:00;;2012-12-18 00:00:00;;;;2013-05-16 00:00:00;;;f;2019-02-01 00:00:00
38DDT20140001;PCAS - Bourgoin Jallieu;Bourgoin Jallieu;238.0;Effet toxique;38053;Bourgoin-Jallieu;code S3IC 69DREAL20090025 Arrêté 2009-02799 du 27/04/2009 portant prescription PPRT a été abrogé par arrêté 2009-08687 du 15/10/2009;2008-12-05 00:00:00;2012-10-10 00:00:00;2012-11-09 00:00:00;2009-10-15 00:00:00;;2012-12-18 00:00:00;;;;2013-05-16 00:00:00;;;f;2019-02-01 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38059;Brié-et-Angonnes;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38059;Brié-et-Angonnes;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38059;Brié-et-Angonnes;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38068;Champagnier;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38068;Champagnier;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38068;Champagnier;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38071;Champ-sur-Drac;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38071;Champ-sur-Drac;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38071;Champ-sur-Drac;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38111;Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38111;Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38111;Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38200;Jarrie;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38200;Jarrie;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38200;Jarrie;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38252;Montchaboud;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38252;Montchaboud;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38252;Montchaboud;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38279;Notre-Dame-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38279;Notre-Dame-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38279;Notre-Dame-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38317;Le Pont-de-Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38317;Le Pont-de-Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38317;Le Pont-de-Claix;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38388;Saint-Georges-de-Commiers;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38388;Saint-Georges-de-Commiers;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38388;Saint-Georges-de-Commiers;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38445;Saint-Pierre-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38445;Saint-Pierre-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38445;Saint-Pierre-de-Mésage;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38524;Varces-Allières-et-Risset;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38524;Varces-Allières-et-Risset;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38524;Varces-Allières-et-Risset;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38528;Vaulnaveys-le-Bas;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38528;Vaulnaveys-le-Bas;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38528;Vaulnaveys-le-Bas;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38545;Vif;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38545;Vif;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38545;Vif;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";236.0;Effet thermique;38562;Vizille;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";237.0;Effet de surpression;38562;Vizille;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;"";238.0;Effet toxique;38562;Vizille;code S3IC 69DREAL20100003;2010-05-28 00:00:00;2010-10-15 00:00:00;2010-11-15 00:00:00;2010-06-14 00:00:00;;2010-12-20 00:00:00;;;;2011-01-12 00:00:00;;;f;2019-02-05 00:00:00
38DDT20140003;SIGMA ALDRICH - St Quentin Fall;St Quentin Fallavier;236.0;Effet thermique;38449;Saint-Quentin-Fallavier;code S3IC 69DREAL20090022;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-11-30 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";236.0;Effet thermique;38048;Bonnefamille;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";237.0;Effet de surpression;38048;Bonnefamille;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";236.0;Effet thermique;38449;Saint-Quentin-Fallavier;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";237.0;Effet de surpression;38449;Saint-Quentin-Fallavier;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";236.0;Effet thermique;38553;Villefontaine;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140004;TOTAL RAFFINAGE FRANCE - St Quen;"";237.0;Effet de surpression;38553;Villefontaine;code S3IC 69DREAL20090023;2007-09-13 00:00:00;;;2009-07-07 00:00:00;;2017-12-19 00:00:00;;;;;;;f;2019-02-05 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";236.0;Effet thermique;38298;Le Péage-de-Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";237.0;Effet de surpression;38298;Le Péage-de-Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";238.0;Effet toxique;38298;Le Péage-de-Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";236.0;Effet thermique;38344;Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";237.0;Effet de surpression;38344;Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";238.0;Effet toxique;38344;Roussillon;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";236.0;Effet thermique;38349;Sablons;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";237.0;Effet de surpression;38349;Sablons;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";238.0;Effet toxique;38349;Sablons;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";236.0;Effet thermique;38468;Salaise-sur-Sanne;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";237.0;Effet de surpression;38468;Salaise-sur-Sanne;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;"";238.0;Effet toxique;38468;Salaise-sur-Sanne;code S3IC 69DREAL20090021;2008-09-29 00:00:00;2014-01-27 00:00:00;2014-02-28 00:00:00;2009-04-06 00:00:00;;2014-07-09 00:00:00;;;;2014-10-09 00:00:00;;;f;2017-05-10 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";236.0;Effet thermique;38068;Champagnier;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";237.0;Effet de surpression;38068;Champagnier;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";238.0;Effet toxique;38068;Champagnier;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";236.0;Effet thermique;38111;Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";237.0;Effet de surpression;38111;Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";238.0;Effet toxique;38111;Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";236.0;Effet thermique;38317;Le Pont-de-Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";237.0;Effet de surpression;38317;Le Pont-de-Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140006;VENCOREX ISOCHEM - Pont de Claix;"";238.0;Effet toxique;38317;Le Pont-de-Claix;code S3IC 69DREAL20110005 Après approbation du PPRT, les communes de Bresson, Echirolles, Eybens, Grenoble, Jarrie, Seyssins et Varces Allières et Risset se situent hors aléas;2011-06-28 00:00:00;2018-03-23 00:00:00;2018-04-24 00:00:00;2011-12-21 00:00:00;;2018-06-27 00:00:00;;;;;;;f;2019-02-01 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";236.0;Effet thermique;38068;Champagnier;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";237.0;Effet de surpression;38068;Champagnier;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";238.0;Effet toxique;38068;Champagnier;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";236.0;Effet thermique;38071;Champ-sur-Drac;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";237.0;Effet de surpression;38071;Champ-sur-Drac;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;"";238.0;Effet toxique;38071;Champ-sur-Drac;code S3IC 69DREAL20110006;;2014-09-08 00:00:00;2014-10-09 00:00:00;2011-12-21 00:00:00;;2015-05-22 00:00:00;;;;;;;t;2019-02-05 00:00:00
