cod_nat_pprt;lib_pprt;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;lib_commentaire;dat_css_clic;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_prescription;dat_deprescription;dat_approbation;dat_conv;dat_modification;dat_annulation;dat_annexion_plu;dat_proroga;dat_abrog;etat_revision;dat_maj
01DDT20110004;01 PPRt KEM ONE;Balan;236.0;Effet thermique;01027;Balan;"";2009-04-29 00:00:00;2012-03-12 00:00:00;2012-04-12 00:00:00;2010-01-27 00:00:00;;2012-05-30 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DDT20110004;01 PPRt KEM ONE;Balan;237.0;Effet de surpression;01027;Balan;"";2009-04-29 00:00:00;2012-03-12 00:00:00;2012-04-12 00:00:00;2010-01-27 00:00:00;;2012-05-30 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DDT20110004;01 PPRt KEM ONE;Balan;236.0;Effet thermique;01142;Dagneux;"";2009-04-29 00:00:00;2012-03-12 00:00:00;2012-04-12 00:00:00;2010-01-27 00:00:00;;2012-05-30 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DDT20110004;01 PPRt KEM ONE;Balan;237.0;Effet de surpression;01142;Dagneux;"";2009-04-29 00:00:00;2012-03-12 00:00:00;2012-04-12 00:00:00;2010-01-27 00:00:00;;2012-05-30 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;238.0;Effet toxique;01390;Saint-Vulbas;"";2011-11-30 00:00:00;;;2012-03-22 00:00:00;;;;;;;;;f;
01DREAL20170003;01 PPRT de Etrez;Etrez;236.0;Effet thermique;01154;Étrez;"";2011-11-20 00:00:00;2015-04-14 00:00:00;2015-05-14 00:00:00;2012-02-20 00:00:00;;2015-07-28 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;237.0;Effet de surpression;01154;Étrez;"";2011-11-20 00:00:00;2015-04-14 00:00:00;2015-05-14 00:00:00;2012-02-20 00:00:00;;2015-07-28 00:00:00;;;;;;;f;2017-05-10 00:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;236.0;Effet thermique;01451;Viriat;"";2011-05-26 00:00:00;2013-12-16 00:00:00;2014-01-16 00:00:00;2011-06-30 00:00:00;;2014-05-20 00:00:00;;;;;;;f;
01DREAL20170004;01 PPRT de Viriat;Viriat;237.0;Effet de surpression;01451;Viriat;"";2011-05-26 00:00:00;2013-12-16 00:00:00;2014-01-16 00:00:00;2011-06-30 00:00:00;;2014-05-20 00:00:00;;;;;;;f;
02DDT20140001;BAYER;"";236.0;Effet thermique;02468;Marle;Effet toxique en hauteur;;2013-09-02 00:00:00;2013-10-02 00:00:00;2012-07-31 00:00:00;;2013-12-12 00:00:00;;;;2014-03-14 00:00:00;;;f;2016-08-30 00:00:00
02DDT20140001;BAYER;"";237.0;Effet de surpression;02468;Marle;Effet toxique en hauteur;;2013-09-02 00:00:00;2013-10-02 00:00:00;2012-07-31 00:00:00;;2013-12-12 00:00:00;;;;2014-03-14 00:00:00;;;f;2016-08-30 00:00:00
02DDT20140001;BAYER;"";238.0;Effet toxique;02468;Marle;Effet toxique en hauteur;;2013-09-02 00:00:00;2013-10-02 00:00:00;2012-07-31 00:00:00;;2013-12-12 00:00:00;;;;2014-03-14 00:00:00;;;f;2016-08-30 00:00:00
02DDT20140002;SICAPA;"";236.0;Effet thermique;02549;Neuville-Saint-Amand;"";;2010-05-31 00:00:00;2010-07-02 00:00:00;2009-10-02 00:00:00;;2010-07-26 00:00:00;;;;2011-01-18 00:00:00;;;f;2016-08-30 00:00:00
02DDT20140002;SICAPA;"";237.0;Effet de surpression;02549;Neuville-Saint-Amand;"";;2010-05-31 00:00:00;2010-07-02 00:00:00;2009-10-02 00:00:00;;2010-07-26 00:00:00;;;;2011-01-18 00:00:00;;;f;2016-08-30 00:00:00
02DDT20140002;SICAPA;"";238.0;Effet toxique;02549;Neuville-Saint-Amand;"";;2010-05-31 00:00:00;2010-07-02 00:00:00;2009-10-02 00:00:00;;2010-07-26 00:00:00;;;;2011-01-18 00:00:00;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";236.0;Effet thermique;02339;Gandelu;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";237.0;Effet de surpression;02339;Gandelu;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";236.0;Effet thermique;02465;Marigny-en-Orxois;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;2013-06-24 00:00:00;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";237.0;Effet de surpression;02465;Marigny-en-Orxois;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;2013-06-24 00:00:00;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";236.0;Effet thermique;02512;Montigny-l'Allier;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;2013-07-05 00:00:00;;;f;2016-08-30 00:00:00
02DDT20160003;STORENGY;"";237.0;Effet de surpression;02512;Montigny-l'Allier;Pilotage Préfecture et DDT Seine et Marne (77) : exploitations sur les communes de Germigny sous Colombs, Dhuisis, Coulombs en Valois, Crouy sur Ourcq, Département de l'Oise concerné par les communes de Neufchelles et Varinfroy;;2012-12-17 00:00:00;2013-01-29 00:00:00;2010-10-13 00:00:00;;2013-04-12 00:00:00;;2012-04-13 00:00:00;;2013-07-05 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";236.0;Effet thermique;02552;Neuvillette;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";237.0;Effet de surpression;02552;Neuvillette;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";238.0;Effet toxique;02552;Neuvillette;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";236.0;Effet thermique;02575;Origny-Sainte-Benoite;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2015-06-19 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";237.0;Effet de surpression;02575;Origny-Sainte-Benoite;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2015-06-19 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";238.0;Effet toxique;02575;Origny-Sainte-Benoite;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2015-06-19 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";236.0;Effet thermique;02741;Thenelles;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2012-11-15 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";237.0;Effet de surpression;02741;Thenelles;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2012-11-15 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140002;TEREOS;"";238.0;Effet toxique;02741;Thenelles;"";;2012-06-18 00:00:00;2012-07-18 00:00:00;2011-06-23 00:00:00;;2012-10-15 00:00:00;;;;2012-11-15 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";236.0;Effet thermique;02041;Autreville;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-23 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";237.0;Effet de surpression;02041;Autreville;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-23 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";238.0;Effet toxique;02041;Autreville;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-23 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";236.0;Effet thermique;02173;Chauny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-13 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";237.0;Effet de surpression;02173;Chauny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-13 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";238.0;Effet toxique;02173;Chauny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-13 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";236.0;Effet thermique;02719;Sinceny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-01-24 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";237.0;Effet de surpression;02719;Sinceny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-01-24 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";238.0;Effet toxique;02719;Sinceny;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-01-24 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";236.0;Effet thermique;02820;Viry-Noureuil;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-16 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";237.0;Effet de surpression;02820;Viry-Noureuil;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-16 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140003;Rohm and Haas - Arkema;"";238.0;Effet toxique;02820;Viry-Noureuil;"";;2014-10-06 00:00:00;2014-11-06 00:00:00;2012-12-21 00:00:00;;2014-12-22 00:00:00;;;;2015-02-16 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140005;Kuehne et Nagel;"";236.0;Effet thermique;02780;Venizel;"";;2010-02-01 00:00:00;2010-03-01 00:00:00;2009-06-18 00:00:00;;2010-08-16 00:00:00;;;;2010-12-17 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140005;Kuehne et Nagel;"";236.0;Effet thermique;02805;Villeneuve-Saint-Germain;"";;2010-02-01 00:00:00;2010-03-01 00:00:00;2009-06-18 00:00:00;;2010-08-16 00:00:00;;;;2010-12-17 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";236.0;Effet thermique;02168;Château-Thierry;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;2011-05-02 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";238.0;Effet toxique;02168;Château-Thierry;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;2011-05-02 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";236.0;Effet thermique;02279;Épaux-Bézu;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;2011-05-17 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";238.0;Effet toxique;02279;Épaux-Bézu;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;2011-05-17 00:00:00;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";236.0;Effet thermique;02297;Étrépilly;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;;;;f;2016-08-30 00:00:00
02DREAL20140006;FM Logistic - Château Thierry;"";238.0;Effet toxique;02297;Étrépilly;"";;2010-09-16 00:00:00;2010-10-16 00:00:00;2009-09-10 00:00:00;;2010-12-28 00:00:00;;;;;;;f;2016-08-30 00:00:00
02DREAL20180001;DGSCGC Crépy;"";237.0;Effet de surpression;02238;Crépy;"";;;;2018-07-30 00:00:00;;;;;;;;;f;
02DREAL20180001;DGSCGC Crépy;"";237.0;Effet de surpression;02329;Fourdrain;"";;;;2018-07-30 00:00:00;;;;;;;;;f;
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;236.0;Effet thermique;03098;Désertines;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;237.0;Effet de surpression;03098;Désertines;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;238.0;Effet toxique;03098;Désertines;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;236.0;Effet thermique;03185;Montluçon;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;237.0;Effet de surpression;03185;Montluçon;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;238.0;Effet toxique;03185;Montluçon;"";2009-01-29 00:00:00;2013-05-27 00:00:00;2013-06-27 00:00:00;2010-03-09 00:00:00;;2014-01-10 00:00:00;;;;;;;f;2014-06-12 00:00:00
04DREAL20140003;PPRT - Arkema Saint Auban;"";236.0;Effet thermique;04049;Château-Arnoux-Saint-Auban;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";237.0;Effet de surpression;04049;Château-Arnoux-Saint-Auban;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";238.0;Effet toxique;04049;Château-Arnoux-Saint-Auban;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";236.0;Effet thermique;04079;L'Escale;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";237.0;Effet de surpression;04079;L'Escale;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";238.0;Effet toxique;04079;L'Escale;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";236.0;Effet thermique;04116;Les Mées;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";237.0;Effet de surpression;04116;Les Mées;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140003;PPRT - Arkema Saint Auban;"";238.0;Effet toxique;04116;Les Mées;"";2010-03-23 00:00:00;;;2011-02-07 00:00:00;;;;;;;;;f;
04DREAL20140004;PPRT de Manosque;"";236.0;Effet thermique;04068;Dauphin;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";237.0;Effet de surpression;04068;Dauphin;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";236.0;Effet thermique;04112;Manosque;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";237.0;Effet de surpression;04112;Manosque;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";236.0;Effet thermique;04190;Saint-Martin-les-Eaux;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";237.0;Effet de surpression;04190;Saint-Martin-les-Eaux;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";236.0;Effet thermique;04241;Villemus;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";237.0;Effet de surpression;04241;Villemus;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";236.0;Effet thermique;04245;Volx;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140004;PPRT de Manosque;"";237.0;Effet de surpression;04245;Volx;"";2012-01-26 00:00:00;;;2012-07-30 00:00:00;;;;;;;;;f;2014-05-16 00:00:00
04DREAL20140005;PPRT de Sanofi à Sisteron;"";236.0;Effet thermique;04209;Sisteron;"";2009-05-04 00:00:00;2011-09-28 00:00:00;2011-10-28 00:00:00;2009-08-28 00:00:00;;2011-12-28 00:00:00;;;;2012-03-26 00:00:00;;;f;2014-06-20 00:00:00
04DREAL20140005;PPRT de Sanofi à Sisteron;"";237.0;Effet de surpression;04209;Sisteron;"";2009-05-04 00:00:00;2011-09-28 00:00:00;2011-10-28 00:00:00;2009-08-28 00:00:00;;2011-12-28 00:00:00;;;;2012-03-26 00:00:00;;;f;2014-06-20 00:00:00
04DREAL20140005;PPRT de Sanofi à Sisteron;"";238.0;Effet toxique;04209;Sisteron;"";2009-05-04 00:00:00;2011-09-28 00:00:00;2011-10-28 00:00:00;2009-08-28 00:00:00;;2011-12-28 00:00:00;;;;2012-03-26 00:00:00;;;f;2014-06-20 00:00:00
06DREAL20140007;PPRT de Primagaz à Carros;"";236.0;Effet thermique;06033;Carros;"";;;;2009-10-16 00:00:00;;2015-09-21 00:00:00;;;;;;;f;2015-12-04 00:00:00
06DREAL20140007;PPRT de Primagaz à Carros;"";237.0;Effet de surpression;06033;Carros;"";;;;2009-10-16 00:00:00;;2015-09-21 00:00:00;;;;;;;f;2015-12-04 00:00:00
10DDT20130014;cristal union;"";236.0;Effet thermique;10006;Arcis-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20130014;cristal union;"";237.0;Effet de surpression;10006;Arcis-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20130014;cristal union;"";238.0;Effet toxique;10006;Arcis-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20130014;cristal union;"";236.0;Effet thermique;10429;Villette-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20130014;cristal union;"";237.0;Effet de surpression;10429;Villette-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20130014;cristal union;"";238.0;Effet toxique;10429;Villette-sur-Aube;"";;;;2007-12-13 00:00:00;;2009-11-10 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20140206;PPRT BUCHERES - DISLAUB;"";236.0;Effet thermique;10067;Buchères;"";;;;2009-05-13 00:00:00;;2010-12-09 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20140206;PPRT BUCHERES - DISLAUB;"";237.0;Effet de surpression;10067;Buchères;"";;;;2009-05-13 00:00:00;;2010-12-09 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20140206;PPRT BUCHERES - DISLAUB;"";236.0;Effet thermique;10363;Saint-Thibault;"";;;;2009-05-13 00:00:00;;2010-12-09 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20140206;PPRT BUCHERES - DISLAUB;"";237.0;Effet de surpression;10363;Saint-Thibault;"";;;;2009-05-13 00:00:00;;2010-12-09 00:00:00;;;;;;;f;2017-05-11 00:00:00
10DDT20140207;PPRT SOUFFLET;"";238.0;Effet toxique;10153;Fontaine-Mâcon;"";;;;2008-12-28 00:00:00;;2009-12-02 00:00:00;;;;;;;f;2017-05-11 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;236.0;Effet thermique;11258;Moussan;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;237.0;Effet de surpression;11258;Moussan;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;238.0;Effet toxique;11258;Moussan;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;236.0;Effet thermique;11262;Narbonne;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;237.0;Effet de surpression;11262;Narbonne;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120027;PPRT Comurhex;Usine Comurhex Malvesi;238.0;Effet toxique;11262;Narbonne;"";2005-11-21 00:00:00;2012-06-18 00:00:00;2012-07-20 00:00:00;2009-04-17 00:00:00;;2013-01-23 00:00:00;;;;;;;f;2013-01-24 00:00:00
11DDTM20120028;PPRT Port La Nouvelle Zone portu;Zone portuaire Port La Nouvelle;236.0;Effet thermique;11266;Port-la-Nouvelle;"";2006-05-09 00:00:00;2014-09-01 00:00:00;2014-09-30 00:00:00;2010-06-23 00:00:00;;2014-11-19 00:00:00;;;;;;;f;2014-11-21 00:00:00
11DDTM20120028;PPRT Port La Nouvelle Zone portu;Zone portuaire Port La Nouvelle;237.0;Effet de surpression;11266;Port-la-Nouvelle;"";2006-05-09 00:00:00;2014-09-01 00:00:00;2014-09-30 00:00:00;2010-06-23 00:00:00;;2014-11-19 00:00:00;;;;;;;f;2014-11-21 00:00:00
11DDTM20120030;PPRT Titanobel;Cuxac Cabardes;237.0;Effet de surpression;11115;Cuxac-Cabardès;"";2005-08-22 00:00:00;2012-02-09 00:00:00;2012-03-12 00:00:00;2009-09-23 00:00:00;;2012-05-16 00:00:00;;;;;;;f;2012-05-22 00:00:00
11DDTM20120031;PPRT EDN;Sallèles d'Aude;236.0;Effet thermique;11369;Sallèles-d'Aude;"";2005-07-21 00:00:00;2012-02-11 00:00:00;2012-03-12 00:00:00;2009-09-23 00:00:00;;2012-05-04 00:00:00;;;;;;;f;2012-05-10 00:00:00
11DDTM20120031;PPRT EDN;Sallèles d'Aude;238.0;Effet toxique;11369;Sallèles-d'Aude;"";2005-07-21 00:00:00;2012-02-11 00:00:00;2012-03-12 00:00:00;2009-09-23 00:00:00;;2012-05-04 00:00:00;;;;;;;f;2012-05-10 00:00:00
12DDT20120001;PPRT SOBEGAL;"";236.0;Effet thermique;12043;Calmont;"";2008-11-27 00:00:00;;;2009-06-10 00:00:00;;2015-12-29 00:00:00;;;;;;;f;2016-01-14 00:00:00
12DDT20120001;PPRT SOBEGAL;"";237.0;Effet de surpression;12043;Calmont;"";2008-11-27 00:00:00;;;2009-06-10 00:00:00;;2015-12-29 00:00:00;;;;;;;f;2016-01-14 00:00:00
12DDT20120001;PPRT SOBEGAL;"";236.0;Effet thermique;12137;Manhac;"";2008-11-27 00:00:00;;;2009-06-10 00:00:00;;2015-12-29 00:00:00;;;;;;;f;2016-01-14 00:00:00
12DDT20120001;PPRT SOBEGAL;"";237.0;Effet de surpression;12137;Manhac;"";2008-11-27 00:00:00;;;2009-06-10 00:00:00;;2015-12-29 00:00:00;;;;;;;f;2016-01-14 00:00:00
