cod_nat_pprm;lib_pprm;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;lib_commentaire;dat_program_deb;dat_program_fin;dat_montage_deb;dat_montage_fin;dat_prescription;dat_deprescription;dat_concertation_deb;dat_concertation_fin;dat_consultation_deb;dat_consultation_fin;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_approbation;dat_annulation;dat_annexion_plu;dat_modification;dat_proroga;dat_abrog;etat_revision;dat_maj
42DDT20170001;"";St ETIENNE;288.0;Glissements ou mouvements de pente;42330;Villars;"";;;;;2012-04-30 00:00:00;;;;2016-01-14 00:00:00;2016-03-10 00:00:00;2016-03-29 00:00:00;2016-04-29 00:00:00;2016-09-08 00:00:00;;;;;;f;
42DDT20170001;"";St ETIENNE;293.0;Tassements;42330;Villars;"";;;;;2012-04-30 00:00:00;;;;2016-01-14 00:00:00;2016-03-10 00:00:00;2016-03-29 00:00:00;2016-04-29 00:00:00;2016-09-08 00:00:00;;;;;;f;
42DDT20170001;"";St ETIENNE;296.0;Échauffement des terrains de dépôts;42330;Villars;"";;;;;2012-04-30 00:00:00;;;;2016-01-14 00:00:00;2016-03-10 00:00:00;2016-03-29 00:00:00;2016-04-29 00:00:00;2016-09-08 00:00:00;;;;;;f;
43PREF20140008;"";Bassin houiller de Brassac les m;256.0;Effondrements localisés;43185;Sainte-Florine;"";;;;;2014-07-11 00:00:00;;;;;;;;;;;;;;f;2014-11-17 00:00:00
43PREF20140008;"";Bassin houiller de Brassac les m;288.0;Glissements ou mouvements de pente;43185;Sainte-Florine;"";;;;;2014-07-11 00:00:00;;;;;;;;;;;;;;f;2014-11-17 00:00:00
43PREF20140008;"";Bassin houiller de Brassac les m;293.0;Tassements;43185;Sainte-Florine;"";;;;;2014-07-11 00:00:00;;;;;;;;;;;;;;f;2014-11-17 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49036;Bouillé-Ménard;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-04-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49036;Bouillé-Ménard;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-04-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49036;Bouillé-Ménard;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-04-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49036;Bouillé-Ménard;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-04-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49077;La Chapelle-sur-Oudon;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49077;La Chapelle-sur-Oudon;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49077;La Chapelle-sur-Oudon;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49077;La Chapelle-sur-Oudon;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49088;Chazé-Henry;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49088;Chazé-Henry;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49088;Chazé-Henry;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49088;Chazé-Henry;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49103;Combrée;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-02-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49103;Combrée;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-02-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49103;Combrée;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-02-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49103;Combrée;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-02-03 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49229;Noyant-la-Gravoyère;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49229;Noyant-la-Gravoyère;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49229;Noyant-la-Gravoyère;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49229;Noyant-la-Gravoyère;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-01 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49233;Nyoiseau;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-20 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49233;Nyoiseau;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-20 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49233;Nyoiseau;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-20 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49233;Nyoiseau;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-20 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49248;Pouancé;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-27 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49248;Pouancé;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-27 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49248;Pouancé;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-27 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49248;Pouancé;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2009-08-27 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";256.0;Effondrements localisés;49331;Segré;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-29 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";257.0;Affaissements progressifs;49331;Segré;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-29 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";288.0;Glissements ou mouvements de pente;49331;Segré;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-29 00:00:00;;;;f;2014-04-25 00:00:00
49DDT20110001;"";"";293.0;Tassements;49331;Segré;carte communale sur Chazé Henry;;;;;2008-04-22 00:00:00;;;;;;2009-02-13 00:00:00;2009-02-13 00:00:00;2009-06-26 00:00:00;;2010-06-29 00:00:00;;;;f;2014-04-25 00:00:00
54DDT20140001;"";"";256.0;Effondrements localisés;54136;Conflans-en-Jarnisy;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";257.0;Affaissements progressifs;54136;Conflans-en-Jarnisy;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";293.0;Tassements;54136;Conflans-en-Jarnisy;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";256.0;Effondrements localisés;54227;Giraumont;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";257.0;Affaissements progressifs;54227;Giraumont;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";293.0;Tassements;54227;Giraumont;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";256.0;Effondrements localisés;54253;Hatrize;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";257.0;Affaissements progressifs;54253;Hatrize;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";293.0;Tassements;54253;Hatrize;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";256.0;Effondrements localisés;54273;Jarny;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";257.0;Affaissements progressifs;54273;Jarny;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";293.0;Tassements;54273;Jarny;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";256.0;Effondrements localisés;54286;Labry;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";257.0;Affaissements progressifs;54286;Labry;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140001;"";"";293.0;Tassements;54286;Labry;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-11 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;t;2015-08-25 00:00:00
54DDT20140006;"";"";256.0;Effondrements localisés;54580;Villerupt;"";;;;;2012-08-03 00:00:00;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;;;2013-03-26 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140006;"";"";257.0;Affaissements progressifs;54580;Villerupt;"";;;;;2012-08-03 00:00:00;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;;;2013-03-26 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140006;"";"";293.0;Tassements;54580;Villerupt;"";;;;;2012-08-03 00:00:00;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;;;2013-03-26 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140007;"";"";256.0;Effondrements localisés;54084;Mont-Bonvillers;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";257.0;Affaissements progressifs;54084;Mont-Bonvillers;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";293.0;Tassements;54084;Mont-Bonvillers;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";256.0;Effondrements localisés;54284;Joudreville;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";257.0;Affaissements progressifs;54284;Joudreville;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";293.0;Tassements;54284;Joudreville;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";256.0;Effondrements localisés;54425;Piennes;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";257.0;Affaissements progressifs;54425;Piennes;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140007;"";"";293.0;Tassements;54425;Piennes;"";;;;;2012-11-26 00:00:00;;;;;;2013-02-08 00:00:00;2013-03-11 00:00:00;2013-08-29 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140010;"";"";256.0;Effondrements localisés;54270;Hussigny-Godbrange;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140010;"";"";257.0;Affaissements progressifs;54270;Hussigny-Godbrange;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140010;"";"";293.0;Tassements;54270;Hussigny-Godbrange;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140010;"";"";256.0;Effondrements localisés;54521;Thil;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140010;"";"";257.0;Affaissements progressifs;54521;Thil;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140010;"";"";293.0;Tassements;54521;Thil;"";;;;;2012-08-03 00:00:00;;;;;;2012-10-10 00:00:00;2012-11-12 00:00:00;2013-03-26 00:00:00;;;;;;f;2015-08-25 00:00:00
54DDT20140012;"";"";256.0;Effondrements localisés;54491;Sancy;Révision du PPRM Secteur de Trieux approuvé par AP du 08/01/2010 Application immédiate du 26/03/2013;;;;;2012-08-03 00:00:00;;;;;;;;2015-11-30 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140012;"";"";257.0;Affaissements progressifs;54491;Sancy;Révision du PPRM Secteur de Trieux approuvé par AP du 08/01/2010 Application immédiate du 26/03/2013;;;;;2012-08-03 00:00:00;;;;;;;;2015-11-30 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140012;"";"";293.0;Tassements;54491;Sancy;Révision du PPRM Secteur de Trieux approuvé par AP du 08/01/2010 Application immédiate du 26/03/2013;;;;;2012-08-03 00:00:00;;;;;;;;2015-11-30 00:00:00;;;;;;t;2016-09-23 00:00:00
54DDT20140013;"";"";256.0;Effondrements localisés;54015;Anderny;Modification du PPRM secteur de Trieuc approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-01 00:00:00;2013-03-27 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-03-17 00:00:00
54DDT20140013;"";"";257.0;Affaissements progressifs;54015;Anderny;Modification du PPRM secteur de Trieuc approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-01 00:00:00;2013-03-27 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-03-17 00:00:00
54DDT20140013;"";"";293.0;Tassements;54015;Anderny;Modification du PPRM secteur de Trieuc approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-01 00:00:00;2013-03-27 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-03-17 00:00:00
54DDT20140014;"";"";256.0;Effondrements localisés;54066;Bettainvillers;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-18 00:00:00;2013-03-18 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140014;"";"";257.0;Affaissements progressifs;54066;Bettainvillers;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-18 00:00:00;2013-03-18 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140014;"";"";293.0;Tassements;54066;Bettainvillers;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-18 00:00:00;2013-03-18 00:00:00;2013-07-12 00:00:00;;;;;;f;2014-06-10 00:00:00
54DDT20140015;"";"";256.0;Effondrements localisés;54334;Mairy-Mainville;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-11 00:00:00;2013-03-14 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140015;"";"";257.0;Affaissements progressifs;54334;Mairy-Mainville;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-11 00:00:00;2013-03-14 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140015;"";"";293.0;Tassements;54334;Mairy-Mainville;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-11 00:00:00;2013-03-14 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140016;"";"";256.0;Effondrements localisés;54342;Mancieulles;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-05 00:00:00;2013-03-08 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140016;"";"";257.0;Affaissements progressifs;54342;Mancieulles;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-05 00:00:00;2013-03-08 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140016;"";"";293.0;Tassements;54342;Mancieulles;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-05 00:00:00;2013-03-08 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140017;"";"";256.0;Effondrements localisés;54533;Trieux;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-10 00:00:00;2013-03-11 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140017;"";"";257.0;Affaissements progressifs;54533;Trieux;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-10 00:00:00;2013-03-11 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140017;"";"";293.0;Tassements;54533;Trieux;Modification du PPRM secteur de Trieux approuvé par AP du 08/01/2010;;;;;2012-11-26 00:00:00;;;;;;2013-02-10 00:00:00;2013-03-11 00:00:00;2013-07-12 00:00:00;;;;;;f;
54DDT20140031;"";"";256.0;Effondrements localisés;54028;Auboué;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54028;Auboué;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54028;Auboué;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54099;Briey;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54099;Briey;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54099;Briey;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54263;Homécourt;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54263;Homécourt;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54263;Homécourt;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54280;Joeuf;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54280;Joeuf;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54280;Joeuf;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54371;Moineville;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54371;Moineville;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54371;Moineville;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54391;Moutiers;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54391;Moutiers;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54391;Moutiers;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";256.0;Effondrements localisés;54542;Valleroy;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";257.0;Affaissements progressifs;54542;Valleroy;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140031;"";"";293.0;Tassements;54542;Valleroy;"";;;;;2003-07-31 00:00:00;;;;;;;;2009-11-24 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140032;"";"";256.0;Effondrements localisés;54536;Tucquegnieux;"";;;;;2004-11-19 00:00:00;;;;;;;;2010-01-08 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140032;"";"";257.0;Affaissements progressifs;54536;Tucquegnieux;"";;;;;2004-11-19 00:00:00;;;;;;;;2010-01-08 00:00:00;;;;;;f;2017-04-27 00:00:00
