cod_nat_dicrim;lib_dicrim;lib_bassin_risques;cod_commune;lib_commune;lib_commentaire;dat_program_dicrim_deb;dat_program_dicrim_fin;dat_etu_dicrim_deb;dat_etu_dicrim_fin;dat_publi_dicrim;dat_reception_min;dat_maj
66DDTM20130060;DICRIM Latour de carol;Ségre;66095;Latour-de-Carol;"";;;;2010-01-01 00:00:00;2010-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130058;DICRIM Lamanére ;Tech;66091;Lamanère;"";;;;2013-01-01 00:00:00;2013-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130056;DICRIM Ille sur Tet ;Têt ;66088;Ille-sur-Têt;"";;;;2003-08-01 00:00:00;2003-08-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130054;DICRIM Fuilla;Têt ;66085;Fuilla;"";;;2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130052;DICRIM Fillols ;Têt ;66078;Fillols;"";;;2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130050;DICRIM Eus ;Têt ;66074;Eus;"";;;2013-07-01 00:00:00;2014-10-09 00:00:00;2014-10-09 00:00:00;;2014-12-17 00:00:00
66DDTM20130049;DICRIM Estavar ;Ségre ;66072;Estavar;"";;;;2010-01-01 00:00:00;2010-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130047;DICRIM Escaro;Têt ;66068;Escaro;"";;;2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130042;DICRIM Corbére les cabanes ;Têt ;66056;Corbère-les-Cabanes;"";;;2013-07-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;;2014-12-17 00:00:00
66DDTM20130040;DICRIM Corbere ;Têt ;66055;Corbère;"";;;2013-07-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;;2014-12-17 00:00:00
66DDTM20130034;DICRIM Codalet ;Têt ;66052;Codalet;"";;;2013-07-01 00:00:00;2014-10-01 00:00:00;2014-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130032;DICRIM Claira ;Agly;66050;Claira;"";;;2012-01-01 00:00:00;2014-09-25 00:00:00;2014-09-25 00:00:00;;2014-12-17 00:00:00
66DDTM20130029;DICRIM Caudies de Conflent ;Têt ;66047;Caudiès-de-Conflent;"";;;2013-07-01 00:00:00;2014-10-01 00:00:00;2014-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130027;DICRIM Catllar ;Têt ;66045;Catllar;"";;;2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130025;DICRIM Casteil;Têt ;66043;Casteil;"";;;2013-07-01 00:00:00;2014-10-01 00:00:00;2014-10-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130023;DICRIM Cases de Pene ;Agly ;66041;Cases-de-Pène;"";;;2013-07-01 00:00:00;2013-12-10 00:00:00;2013-12-10 00:00:00;;2014-12-17 00:00:00
66DDTM20130018;DICRIM Bourg-Madame;Ségre;66025;Bourg-Madame;"";;;;2011-07-01 00:00:00;2011-07-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130016;DICRIM Bouleternere ;Têt ;66023;Bouleternère;"";;;2013-07-01 00:00:00;2014-10-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130015;DICRIM Bompas ;Têt et Agly ;66021;Bompas;"";;;;2010-01-01 00:00:00;2010-01-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130013;DICRIM Banyuls dels Aspres ;Tech ;66015;Banyuls-dels-Aspres;"";;;;2016-03-15 00:00:00;2016-09-20 00:00:00;;2016-09-20 00:00:00
66DDTM20130011;DICRIM Baixas ;Agly;66014;Baixas;"";;;2012-01-01 00:00:00;2014-01-01 00:00:00;2014-01-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130009;DICRIM Angoustrine-Villeneuve ;Ségre;66005;Angoustrine-Villeneuve-des-Escaldes;"";;2014-11-28 00:00:00;2012-01-01 00:00:00;;2014-11-28 00:00:00;;2014-12-17 00:00:00
66DDTM20130007;DICRIM Baillestavy;Têt;66013;Baillestavy;"";;;2013-09-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130006;DICRIM Bolquere ;Têt;66020;Bolquère;"";;;;2011-08-01 00:00:00;2011-08-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130004;DICRIM Baho;Têt;66012;Baho;"";;;2012-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;;2014-12-17 00:00:00
66DDTM20130002;DICRIM Alenya;Réart;66002;Alénya;"";;;;2010-07-05 00:00:00;2010-07-05 00:00:00;;
24DDT20130160;DICRIM  VITRAC;"";24587;Vitrac;"";;;;;2012-12-17 00:00:00;;2013-10-31 00:00:00
24DDT20130159;DICRIM  VEZAC;"";24577;Vézac;"";;;;;2013-02-18 00:00:00;;2013-10-31 00:00:00
24DDT20130158;DICRIM  VEYRIGNAC;"";24574;Veyrignac;"";;;;;2013-01-30 00:00:00;;2013-10-31 00:00:00
24DDT20130157;DICRIM  VELINES;"";24568;Vélines;"";;;;;2013-06-26 00:00:00;;2013-10-31 00:00:00
24DDT20130156;DICRIM  VARENNES;"";24566;Varennes;"";;;;;2012-12-03 00:00:00;;2013-10-31 00:00:00
24DDT20130155;DICRIM  TURSAC;"";24559;Tursac;"";;;;;2012-12-12 00:00:00;;2013-10-31 00:00:00
24DDT20130154;DICRIM  TREMOLAT;"";24558;Trémolat;"";;;;;2010-06-17 00:00:00;;2013-10-31 00:00:00
24DDT20130153;DICRIM  THONAC;"";24552;Thonac;"";;;;;2013-08-13 00:00:00;;2013-10-31 00:00:00
24DDT20130152;DICRIM  TERRASSON;"";24547;Terrasson-Lavilledieu;"";;;;;2012-12-04 00:00:00;;2013-10-31 00:00:00
24DDT20130151;DICRIM SOURZAC;"";24543;Sourzac;"";;;;;2009-11-12 00:00:00;;2013-10-30 00:00:00
24DDT20130150;DICRIM SIORAC;"";24538;Siorac-en-Périgord;"";;;;;2013-03-26 00:00:00;;2013-10-30 00:00:00
24DDT20130149;DICRIM SERGEAC;"";24531;Sergeac;"";;;;;2013-04-12 00:00:00;;2013-10-30 00:00:00
24DDT20130148;DICRIM ST VINCENT LE PALLUEL;"";24512;Saint-Vincent-le-Paluel;"";;;;;2013-03-25 00:00:00;;2013-10-30 00:00:00
24DDT20130147;DICRIM ST VINCENT DE COSSE;"";24510;Saint-Vincent-de-Cosse;"";;;;;2013-04-26 00:00:00;;2016-08-01 00:00:00
24DDT20130146;DICRIM STE MONDANE;"";24470;Sainte-Mondane;"";;;;;2013-02-19 00:00:00;;2013-10-30 00:00:00
24DDT20130145;DICRIM ST LOUIS EN L'ISLE;"";24444;Saint-Louis-en-l'Isle;"";;;;;2010-11-18 00:00:00;;2013-10-30 00:00:00
24DDT20130144;DICRIM ST LEON SUR VEZERE;"";24443;Saint-Léon-sur-Vézère;"";;;;;2013-04-18 00:00:00;;2013-10-30 00:00:00
24DDT20130143;DICRIM  ST LAURENT DES HOMMES;"";24436;Saint-Laurent-des-Hommes;"";;;;;2008-09-02 00:00:00;;2013-10-30 00:00:00
24DDT20130142;DICRIM  ST JULIEN DE LAMPON;"";24432;Saint-Julien-de-Lampon;"";;;;;2013-04-11 00:00:00;;2013-10-30 00:00:00
24DDT20130141;DICRIM ST GERMAIN DE BELVES;"";24416;Saint-Germain-de-Belvès;"";;;;;2013-01-21 00:00:00;;2013-10-30 00:00:00
24DDT20130140;DICRIM  ST FRONT DE PRADOUX;"";24409;Saint-Front-de-Pradoux;"";;;;;2013-06-19 00:00:00;;2013-10-30 00:00:00
24DDT20130139;DICRIM  ST CYPRIEN;"";24396;Saint-Cyprien;"";;;;;2013-04-23 00:00:00;;2013-10-30 00:00:00
24DDT20130138;DICRIM  ST CYBRANET;"";24395;Saint-Cybranet;"";;;;;2013-07-22 00:00:00;;2013-10-30 00:00:00
24DDT20130137;DICRIM  ST CIRQ;"";24389;Saint-Cirq;"";;;;;2013-02-14 00:00:00;;2013-10-30 00:00:00
24DDT20130136;DICRIM  ST CHAMASSY;"";24388;Saint-Chamassy;"";;;;;2013-04-08 00:00:00;;2013-10-30 00:00:00
24DDT20130135;DICRIM  LA ROQUE GAGEAC;"";24355;La Roque-Gageac;"";;;;;2013-02-20 00:00:00;;2013-10-30 00:00:00
24DDT20130134;DICRIM RAZAC;"";24350;Razac-sur-l'Isle;"";;;;;2012-10-11 00:00:00;;2013-10-30 00:00:00
24DDT20130133;DICRIM LE LARDIN;"";24229;Le Lardin-Saint-Lazare;"";;;;;2013-01-14 00:00:00;;2013-10-30 00:00:00
24DDT20130132;DICRIM LANQUAIS;"";24228;Lanquais;"";;;;;2012-12-26 00:00:00;;2013-10-30 00:00:00
24DDT20130131;DICRIM  LANOUAILLE;"";24227;Lanouaille;"";;;;;2013-06-21 00:00:00;;2014-03-27 00:00:00
24DDT20130130;DICRIM LAMOTHE MONTRAVEL;"";24226;Lamothe-Montravel;"";;;;;2013-02-05 00:00:00;;2013-10-30 00:00:00
24DDT20130129;DICRIM LAMONZIE ST MARTIN;"";24225;Lamonzie-Saint-Martin;"";;;;;2013-02-04 00:00:00;;2013-10-30 00:00:00
24DDT20130128;DICRIM LALINDE;"";24223;Lalinde;"";;;;;2007-10-02 00:00:00;;2013-10-30 00:00:00
24DDT20130126;DICRIM GARDONNE;"";24194;Gardonne;"";;;;;2013-03-06 00:00:00;;2013-10-30 00:00:00
24DDT20130125;DICRIM LE FLEIX;"";24182;Le Fleix;"";;;;;2013-02-28 00:00:00;;2013-10-30 00:00:00
24DDT20130124;DICRIM PRIGONRIEUX;"";24340;Prigonrieux;"";;;;;2010-12-03 00:00:00;;2013-10-30 00:00:00
24DDT20130123;DICRIM PORT STE FOY;"";24335;Port-Sainte-Foy-et-Ponchapt;"";;;;;2009-12-22 00:00:00;;2013-10-30 00:00:00
24DDT20130122;DICRIM PONTOURS;"";24334;Pontours;"";;;;;2013-04-11 00:00:00;;2013-10-30 00:00:00
24DDT20130121;DIDRIM LE PIZOU;"";24329;Le Pizou;"";;;;;2010-09-30 00:00:00;;2013-10-30 00:00:00
24DDT20130120;DICRIM PEYZAC;"";24326;Peyzac-le-Moustier;"";;;;;2013-04-19 00:00:00;;2013-10-30 00:00:00
24DDT20130119;DICRIM PEYRILLAC;"";24325;Peyrillac-et-Millac;"";;;;;2013-06-17 00:00:00;;2013-10-30 00:00:00
24DDT20130118;DICRIM PAZAYAC;"";24321;Pazayac;"";;;;;2012-12-12 00:00:00;;2013-10-30 00:00:00
24DDT20130117;DICRIM ORLIAGUET;"";24314;Orliaguet;"";;;;;2013-03-19 00:00:00;;2013-10-30 00:00:00
24DDT20130116;DICRIM NABIRAT;"";24300;Nabirat;"";;;;;2013-04-06 00:00:00;;
24DDT20130115;DICRIM MOULIN NEUF;"";24297;Moulin-Neuf;"";;;;;2013-06-19 00:00:00;;2013-10-30 00:00:00
24DDT20130114;DICRIM MOULEYDIER;"";24296;Mouleydier;"";;;;;2008-11-25 00:00:00;;2013-10-30 00:00:00
24DDT20130113;DICRIM MONTPON;"";24294;Montpon-Ménestérol;"";;;;;2010-02-16 00:00:00;;2013-10-30 00:00:00
24DDT20130112;DICRIM MONTCARET;"";24289;Montcaret;"";;;;;2011-11-08 00:00:00;;2013-10-30 00:00:00
24DDT20130111;DICRIM MARNAC;"";24254;Marnac;"";;;;;2013-04-12 00:00:00;;2013-10-30 00:00:00
24DDT20130010;DICRIM LA FEUILLADE;"";24179;La Feuillade;"";;;;;2013-07-03 00:00:00;;2016-08-01 00:00:00
24DDT20130109;DICRIM LES FARGES;"";24175;Les Farges;"";;;;;2013-04-17 00:00:00;;2013-10-22 00:00:00
24DDT20130108;DICRIM LES EYZIES;"";24172;Les Eyzies-de-Tayac-Sireuil;"";;;;;2012-12-07 00:00:00;;2013-10-22 00:00:00
24DDT20130107;DICRIM DOMME;"";24152;Domme;"";;;;;2013-02-18 00:00:00;;2013-10-22 00:00:00
24DDT20130106;DICRIM DAGLAN;"";24150;Daglan;"";;;;;2013-07-22 00:00:00;;2013-10-22 00:00:00
24DDT20130105;DICRIM COUZE;"";24143;Couze-et-Saint-Front;"";;;;;2011-10-19 00:00:00;;2013-10-22 00:00:00
24DDT20130104;DICRIM COUX;"";24142;Coux-et-Bigaroque;"";;;;;2013-06-17 00:00:00;;2013-10-22 00:00:00
24DDT20130103;DICRIM COURS DE PILE;"";24140;Cours-de-Pile;"";;;;;2013-02-12 00:00:00;;2013-10-22 00:00:00
24DDT20130102;DICRIM COULOUNIEIX CHAMIERS;"";24138;Coulounieix-Chamiers;"";;;;;2012-12-15 00:00:00;;2013-10-22 00:00:00
24DDT20130101;DICRIM CONDAT SUR VEZERE;"";24130;Condat-sur-Vézère;"";;;;;2013-03-20 00:00:00;;2013-10-22 00:00:00
24DDT20130100;DICRIM CAZOULES;"";24089;Cazoulès;"";;;;;2013-04-12 00:00:00;;2013-10-22 00:00:00
24DDT20130099;DICRIM CASTELS;"";24087;Castels;"";;;;;2013-04-05 00:00:00;;2013-10-22 00:00:00
24DDT20130098;DICRIM CASTELNAUD;"";24086;Castelnaud-la-Chapelle;"";;;;;2013-05-31 00:00:00;;2013-10-22 00:00:00
24DDT20130097;DICRIM CARSAC;"";24082;Carsac-Aillac;"";;;;;2013-07-04 00:00:00;;2013-10-22 00:00:00
24DDT20130096;DICRIM CARLUX;"";24081;Carlux;"";;;;;2013-05-15 00:00:00;;2013-10-22 00:00:00
24DDT20130095;DICRIM CAMPAGNE;"";24076;Campagne;"";;;;;2013-06-11 00:00:00;;2013-10-22 00:00:00
24DDT20130094;DICRIM CALVIAC;"";24074;Calviac-en-Périgord;"";;;;;2013-04-08 00:00:00;;2013-10-22 00:00:00
24DDT20130093;DICRIM CALES;"";24073;Calès;"";;;;;2013-03-07 00:00:00;;2013-10-22 00:00:00
24DDT20130092;DICRIM LE BUISSON;"";24068;Le Buisson-de-Cadouin;"";;;;;2013-05-27 00:00:00;;2013-10-22 00:00:00
24DDT20130091;DICRIM LE BUGUE;"";24067;Le Bugue;"";;;;;2011-01-24 00:00:00;;2013-10-22 00:00:00
24DDT20130090;DICRIM BELVES;"";24035;Belvès;"";;;;;2013-05-23 00:00:00;;2013-10-22 00:00:00
24DDT20130089;DICRIM BEAUPOUYET;"";24029;Beaupouyet;"";;;;;2013-06-21 00:00:00;;2013-10-22 00:00:00
24DDT20130088;DICRIM BAYAC;"";24027;Bayac;"";;;;;2012-12-31 00:00:00;;2013-10-22 00:00:00
24DDT20130087;DICRIM BANEUIL;"";24023;Baneuil;"";;;;;2009-12-20 00:00:00;;2013-10-22 00:00:00
24DDT20130086;DICRIM ALLAS;"";24006;Allas-les-Mines;"";;;;;2013-05-24 00:00:00;;2013-10-22 00:00:00
68PREF20130466;SONDERSDORF;"";68312;Sondersdorf;"";;;;;2013-09-04 00:00:00;;
68PREF20130465;PFAFFENHEIM;"";68255;Pfaffenheim;"";;;;;2013-08-28 00:00:00;;
68PREF20130464;HOCHSTATT;"";68141;Hochstatt;"";;;;;2013-09-12 00:00:00;;
68PREF20130463;GALFINGUE;"";68101;Galfingue;"";;;;;2013-10-02 00:00:00;;
68PREF20130462;FLAXLANDEN;"";68093;Flaxlanden;"";;;;;2013-09-12 00:00:00;;
68PREF20130461;BETTLACH;"";68034;Bettlach;"";;;;;2013-09-12 00:00:00;;
68PREF20130460;BERENTZWILLER;"";68027;Berentzwiller;"";;;;;2013-08-28 00:00:00;;
68PREF20130459;BELLEMAGNY;"";68024;Bellemagny;"";;;;;2013-09-16 00:00:00;;
04DREAL20130119;DICRIM Villeneuve;"";04242;Villeneuve;"";;;;;2011-09-01 00:00:00;;
04DREAL20130117;DICRIM Volonne;"";04244;Volonne;"";;;;;2012-03-01 00:00:00;;
04DREAL20130115;DICRIM Tartonne;"";04214;Tartonne;"";;;;;2010-07-01 00:00:00;;
04DREAL20130114;DICRIM Sourribes;"";04211;Sourribes;"";;;;;2008-12-01 00:00:00;;
04DREAL20130112;DICRIM Sisteron;"";04209;Sisteron;1ère version le 01/04/2013;;;;;2017-04-30 00:00:00;;2018-07-05 00:00:00
04DREAL20130111;DICRIM Sigonce;"";04206;Sigonce;"";;;;;2009-12-01 00:00:00;;
04DREAL20130110;DICRIM Senez;"";04204;Senez;"";;;;;2010-07-01 00:00:00;;
04DREAL20130108;DICRIM Sausses;"";04202;Sausses;"";;;;;2012-03-01 00:00:00;;
04DREAL20130106;DICRIM Salignac;"";04200;Salignac;"";;;;;2012-03-01 00:00:00;;
04DREAL20130105;DICRIM Sainte-Tulle;"";04197;Sainte-Tulle;"";;;;;2009-12-01 00:00:00;;
04DREAL20130104;DICRIM Saint-Pierre;"";04194;Saint-Pierre;"";;;;;2011-10-01 00:00:00;;
04DREAL20130102;DICRIM St-Martin-de-Brômes;"";04189;Saint-Martin-de-Brômes;"";;;;;2011-09-30 00:00:00;;
04DREAL20130100;DICRIM Saint-Lions;"";04187;Saint-Lions;"";;;;;2010-07-01 00:00:00;;
04DREAL20130099;DICRIM Saint-Julien-du-Verdon;"";04183;Saint-Julien-du-Verdon;"";;;;;2010-07-01 00:00:00;;
04DREAL20130097;DICRIM Saint-Jacques;"";04180;Saint-Jacques;"";;;;;2010-07-01 00:00:00;;
72DDT20130040;DICRIM - NEUVILLE SUR SARTHE;"";72217;Neuville-sur-Sarthe;"";;;;;2013-06-01 00:00:00;;2016-01-26 00:00:00
46PREF20130269;Luzech;"";46182;Luzech;"";;;;;2013-09-09 00:00:00;;
02PREF20130027;DICRIM;"";02545;La Neuville-Bosmont;"";;;;;2013-01-01 00:00:00;;
21PREF20130319;VIELVERGE;"";21680;Vielverge;"";;;;;2012-01-01 00:00:00;;
21PREF20130318;VENAREY LES LAUMES;"";21663;Venarey-les-Laumes;"";;;;;2011-01-01 00:00:00;;2015-06-08 00:00:00
21PREF20130317;SOMBERNON;"";21611;Sombernon;"";;;;;2012-01-01 00:00:00;;
21PREF20130316;SENAILLY;"";21604;Senailly;"";;;;;2012-12-01 00:00:00;;2015-08-04 00:00:00
21PREF20130311;SEMUR EN AUXOIS;"";21603;Semur-en-Auxois;"";;;;;2012-09-11 00:00:00;;2015-05-05 00:00:00
21PREF20130305;SAINT ROMAIN;"";21569;Saint-Romain;"";;;;;2008-01-01 00:00:00;;
21PREF20130304;SAINTE COLOMBE SUR SEINE;"";21545;Sainte-Colombe-sur-Seine;"";;;;;2011-01-01 00:00:00;;
21PREF20130303;QUINCY LE VICOMTE;"";21518;Quincy-le-Vicomte;"";;;;;2012-01-01 00:00:00;;
21PREF20130302;PONT ET MASSENE;"";21497;Pont-et-Massène;"";;;;;2011-01-01 00:00:00;;
21PREF20130301;PONCEY LES ATHEE;"";21493;Poncey-lès-Athée;"";;;;;2013-01-01 00:00:00;;
04DREAL20130002;DICRIM Allons;"";04005;Allons;"";;;;;2010-07-01 00:00:00;;
21PREF20130300;PERRIGNY SUR L'OGNON;"";21482;Perrigny-sur-l'Ognon;"";;;;;2013-01-01 00:00:00;;
21PREF20130299;PERRIGNY LES DIJON;"";21481;Perrigny-lès-Dijon;"";;;;;2012-01-01 00:00:00;;
21PREF20130298;NEUILLY LES DIJON;"";21452;Neuilly-lès-Dijon;"";;;;;2012-01-01 00:00:00;;2015-06-08 00:00:00
21PREF20130297;MONTBARD;"";21425;Montbard;"";;;;;2012-01-01 00:00:00;;2015-08-04 00:00:00
21PREF20130296;MOLOY;"";21421;Moloy;"";;;;;2015-07-20 00:00:00;;2015-08-12 00:00:00
21PREF20130295;MIREBEAU SUR BEZE;"";21416;Mirebeau-sur-Bèze;"";;;;;2012-01-01 00:00:00;;
21PREF20130294;LE MEIX;"";21400;Le Meix;"";;;;;2009-01-01 00:00:00;;
21PREF20130293;LONGVIC;"";21355;Longvic;"";;;;;2008-01-01 00:00:00;;2015-08-04 00:00:00
21PREF20130292;LAMARGELLE;"";21338;Lamargelle;"";;;;;2013-01-01 00:00:00;;2013-09-10 00:00:00
21PREF20130291;GENAY;"";21291;Genay;"";;;;;2010-01-01 00:00:00;;
21PREF20130290;FONTAINE LES DIJON;"";21278;Fontaine-lès-Dijon;"";;;;;2013-01-01 00:00:00;;
21PREF20130289;CORMOT LE GRAND;"";21195;Cormot-le-Grand;"";;;;;2005-01-01 00:00:00;;
21PREF20130288;CHEVIGNY SAINT SAUVEUR;"";21171;Chevigny-Saint-Sauveur;"";;;;;2013-11-01 00:00:00;;2015-06-08 00:00:00
21PREF20130287;CHAMBLANC;"";21131;Chamblanc;"";;;;;2011-01-01 00:00:00;;
21PREF20130286;BRAZEY EN PLAINE;"";21103;Brazey-en-Plaine;Mise à jour du document de 2012;;;;;2014-07-01 00:00:00;;2015-06-08 00:00:00
21PREF20130285;AUXONNE;"";21038;Auxonne;"";;;;;2011-01-01 00:00:00;;
21PREF20130284;AUXEY DURESSES;"";21037;Auxey-Duresses;"";;;;;2005-01-01 00:00:00;;
21PREF20130283;ATHIE;"";21029;Athie;DICRIM mis à jour le 23/03/2017;;;;;2012-01-01 00:00:00;;2017-08-10 00:00:00
21PREF20130282;ATHEE;"";21028;Athée;"";;;;;2012-10-29 00:00:00;;2013-09-10 00:00:00
21PREF20130281;AHUY;"";21003;Ahuy;"";;;;;2005-01-01 00:00:00;;2015-06-08 00:00:00
36DDT20130021;DICRIM Saint-Gaultier;CREUSE;36192;Saint-Gaultier;"";;;;;2012-10-16 00:00:00;;2017-01-30 00:00:00
68PREF20130437;ESCHENTZWILLER;"";68084;Eschentzwiller;"";;;;;2013-08-12 00:00:00;;
68PREF20130436;EGUISHEIM;"";68078;Eguisheim;"";;;;;2013-06-25 00:00:00;;
68PREF20130435;BERRWILLER;"";68032;Berrwiller;"";;;;;2013-08-12 00:00:00;;
04DREAL20130093;DICRIM St-Etienne-les-Orgues;"";04178;Saint-Étienne-les-Orgues;"";;;;;2009-12-01 00:00:00;;
04DREAL20130092;DICRIM Saint-André-les-Alpes;"";04173;Saint-André-les-Alpes;"";;;;;2010-07-01 00:00:00;;
04DREAL20130090;DICRIM Rougon;"";04171;Rougon;"";;;;;2010-07-01 00:00:00;;
04DREAL20130089;DICRIM Rochette;"";04170;La Rochette;"";;;;;2011-10-01 00:00:00;;
04DREAL20130086;DICRIM Revest-St-Martin;"";04164;Revest-Saint-Martin;"";;;;;2009-12-01 00:00:00;;
04DREAL20130083;DICRIM Pierrevert;"";04152;Pierrevert;"";;;;;2010-01-01 00:00:00;;
04DREAL20130072;DICRIM Pierrerue;"";04151;Pierrerue;"";;;;;2009-12-01 00:00:00;;
04DREAL20130069;DICRIM Peyrius;"";04149;Peyruis;"";;;;;2012-01-01 00:00:00;;
04DREAL20130068;DICRIM Peipin;"";04145;Peipin;"";;;;;2012-01-01 00:00:00;;
04DREAL20130066;DICRIM Oraison;"";04143;Oraison;"";;;;;2010-12-01 00:00:00;;
79PREF20130385;DICRIM THOUARS;"";79329;Thouars;"";;;;;2003-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130384;DICRIM SCIECQ;"";79308;Sciecq;"";;;;;2010-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130383;DICRIM SAINTE-VERGE;"";79300;Sainte-Verge;"";;;;;2011-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130382;DICRIM SAINT-SYMPHORIEN;"";79298;Saint-Symphorien;"";;;;;2010-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130381;DICRIM SAINT-MARTIN-DE-SANZAY;"";79277;Saint-Martin-de-Sanzay;"";;;;;2009-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130380;DICRIM SAINT-GEORGES-DE-NOISNE;"";79253;Saint-Georges-de-Noisné;"";;;;;2011-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130379;DICRIM SAINT-GELAIS;"";79249;Saint-Gelais;"";;;;;2009-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130378;DICRIM CHÄTILLON-SUR-THOUET;"";79080;Châtillon-sur-Thouet;"";;;;;2003-01-01 00:00:00;;2015-11-27 00:00:00
79PREF20130377;DICRIM AZAY-LE-BRÛLE;"";79025;Azay-sur-Thouet;"";;;;;2007-03-01 00:00:00;;2018-07-17 00:00:00
04DREAL20130065;DICRIM Ongles;"";04141;Ongles;"";;;;;2009-12-01 00:00:00;;
04DREAL20130064;DICRIM Niozelles;"";04138;Niozelles;"";;;;;2009-12-01 00:00:00;;
04DREAL20130063;DICRIM Mure-Argens;"";04136;La Mure-Argens;"";;;;;2010-07-01 00:00:00;;
04DREAL20130061;DICRIM Moriez;"";04133;Moriez;"";;;;;2010-07-01 00:00:00;;
04DREAL20130059;DICRIM Montlaux;"";04130;Montlaux;"";;;;;2009-12-01 00:00:00;;
04DREAL20130057;DICRIM Montfort;"";04127;Montfort;"";;;;;2008-12-01 00:00:00;;
04DREAL20130056;DICRIM Mison;"";04123;Mison;"";;;;;2010-09-01 00:00:00;;
04DREAL20130055;DICRIM Les Mées;"";04116;Les Mées;"";;;;;2008-12-01 00:00:00;;
04DREAL20130052;DICRIM Mallefougasse-Augès;"";04109;Mallefougasse-Augès;"";;;;;2008-12-01 00:00:00;;
04DREAL20130050;DICRIM Malijai;"";04108;Malijai;"";;;;;2008-12-01 00:00:00;;
04DREAL20130048;DICRIM Lurs;"";04106;Lurs;"";;;;;2009-12-01 00:00:00;;
04DREAL20130047;DICRIM Limans;"";04104;Limans;"";;;;;2009-12-01 00:00:00;;
04DREAL20130045;DICRIM Lardiers;"";04101;Lardiers;"";;;;;2009-12-01 00:00:00;;
04DREAL20130043;DICRIM Lambruisse;"";04099;Lambruisse;"";;;;;2010-07-01 00:00:00;;
04DREAL20130042;DICRIM Garde;"";04092;La Garde;"";;;;;2010-07-01 00:00:00;;
04DREAL20130040;DICRIM Forcalquier;"";04088;Forcalquier;"";;;;;2009-12-01 00:00:00;;
04DREAL20130039;DICRIM Fontienne;"";04087;Fontienne;"";;;;;2009-12-01 00:00:00;;
04DREAL20130037;DICRIM Escale;"";04079;L'Escale;"";;;;;2012-01-01 00:00:00;;
04DREAL20130035;DICRIM Entrevaux;"";04076;Entrevaux;"";;;;;2011-10-01 00:00:00;;
04DREAL20130033;DICRIM Digne-les-Bains;"";04070;Digne-les-Bains;"";;;;;2009-01-01 00:00:00;;
04DREAL20130029;DICRIM Cruis;"";04065;Cruis;"";;;;;2009-12-01 00:00:00;;
04DREAL20130027;DICRIM Clumanc;"";04059;Clumanc;"";;;;;2010-07-01 00:00:00;;
04DREAL20130025;DICRIM Claret;"";04058;Claret;"";;;;;2011-10-02 00:00:00;;
04DREAL20130023;DICRIM Chaudon-Norante;"";04055;Chaudon-Norante;"";;;;;2010-07-01 00:00:00;;
04DREAL20130022;DICRIM Châteauneuf-Val-St-Donnat;"";04053;Châteauneuf-Val-Saint-Donat;"";;;;;2012-03-01 00:00:00;;
04DREAL20130020;DICRIM Château-Arnoux-St-Auban;"";04049;Château-Arnoux-Saint-Auban;"";;;;;2012-03-01 00:00:00;;2013-07-30 00:00:00
04DREAL20130018;DICRIM Val-de-Chalvagne;"";04043;Val-de-Chalvagne;"";;;;;2011-10-01 00:00:00;;
04DREAL20130017;DICRIM Castellet-lès-Sausses;"";04042;Castellet-lès-Sausses;"";;;;;2011-10-01 00:00:00;;
04DREAL20130016;DICRIM Castellane;"";04039;Castellane;"";;;;;2010-07-01 00:00:00;;
04DREAL20130014;DICRIM Blieux;"";04030;Blieux;"";;;;;2010-07-01 00:00:00;;
