Insee;num_risque_jo;annee
24544;39.0;2012
24545;39.0;2012
24548;39.0;2012
24548;39.0;2012
24549;39.0;2012
24549;39.0;2012
24549;1.0;2014
24550;39.0;2012
24550;39.0;2012
24551;39.0;2012
24551;39.0;2012
24553;39.0;2012
24553;39.0;2012
24557;39.0;2012
24557;39.0;2012
24558;39.0;2012
24558;39.0;2012
24561;39.0;2012
24561;39.0;2012
24562;39.0;2012
24562;39.0;2012
24564;39.0;2012
24564;39.0;2012
24565;39.0;2012
24565;39.0;2012
24566;39.0;2012
24566;39.0;2012
24567;39.0;2012
24567;39.0;2012
24568;39.0;2012
24568;39.0;2012
24570;39.0;2012
24570;39.0;2012
24571;39.0;2012
24571;39.0;2012
24572;39.0;2012
24576;39.0;2012
24580;39.0;2012
24580;39.0;2012
24581;39.0;2012
24581;39.0;2012
24582;39.0;2012
24582;39.0;2012
24584;39.0;2012
24584;39.0;2012
24586;39.0;2012
24586;39.0;2012
25021;39.0;2012
25021;39.0;2012
25057;1.0;2016
25137;1.0;2016
25141;1.0;2016
25143;1.0;2016
25223;1.0;2016
25223;1.0;2016
25315;16.0;2016
25315;1.0;2016
25324;1.0;2016
25328;16.0;2016
25375;1.0;2016
25418;1.0;2016
25434;1.0;2016
25460;1.0;2016
25537;1.0;2016
25551;16.0;2016
25569;1.0;2016
25580;16.0;2013
26014;1.0;2013
26028;1.0;2013
26045;39.0;2012
26061;1.0;2013
26063;16.0;2014
26068;1.0;2013
26071;1.0;2013
26072;1.0;2013
26073;39.0;2013
26077;1.0;2013
26079;16.0;2014
26083;1.0;2013
26084;1.0;2013
26085;1.0;2015
26092;1.0;2013
26094;1.0;2013
26094;16.0;2014
26096;1.0;2013
26107;1.0;2013
26113;1.0;2013
26113;16.0;2014
26126;1.0;2013
26137;1.0;2013
26139;1.0;2013
26140;1.0;2013
26143;1.0;2013
26148;1.0;2013
26156;1.0;2013
26165;1.0;2015
26174;1.0;2013
26177;1.0;2013
26179;1.0;2013
26179;16.0;2014
26183;1.0;2013
26184;1.0;2013
26192;16.0;2014
26194;1.0;2013
26198;1.0;2016
26207;1.0;2013
26210;1.0;2013
26216;1.0;2013
26219;1.0;2013
26231;1.0;2013
26232;1.0;2014
26233;39.0;2013
26259;1.0;2013
26271;1.0;2013
26271;1.0;2015
26281;1.0;2013
26282;1.0;2013
26293;1.0;2013
26294;1.0;2013
26295;1.0;2013
26297;1.0;2013
26298;1.0;2013
26301;1.0;2013
26304;39.0;2013
26310;1.0;2013
26312;1.0;2016
26315;1.0;2012
26319;1.0;2013
26330;1.0;2014
26330;1.0;2015
26332;1.0;2013
26333;1.0;2015
26336;1.0;2013
26347;1.0;2013
26350;16.0;2016
26352;1.0;2013
26355;1.0;2013
26357;16.0;2014
27016;39.0;2012
27016;39.0;2012
27016;1.0;2014
27017;39.0;2012
27017;39.0;2012
27018;1.0;2014
27035;1.0;2016
27047;1.0;2014
27105;1.0;2016
27110;1.0;2014
27119;1.0;2016
27126;1.0;2014
27129;1.0;2016
27160;39.0;2012
27160;39.0;2012
27179;1.0;2016
27183;1.0;2012
27183;1.0;2016
27201;1.0;2014
27213;39.0;2012
27213;39.0;2012
27213;1.0;2013
27226;1.0;2016
27227;1.0;2014
27228;1.0;2014
27229;39.0;2012
27229;39.0;2012
27254;1.0;2014
27261;39.0;2012
27261;39.0;2012
27319;1.0;2014
27322;1.0;2014
27340;1.0;2016
27343;1.0;2013
27348;1.0;2015
27353;39.0;2012
27363;1.0;2016
27451;39.0;2012
27469;1.0;2015
27473;91.0;2016
27489;39.0;2012
27489;39.0;2012
27500;16.0;2012
27518;16.0;2013
27531;1.0;2016
27543;1.0;2014
27562;1.0;2013
27623;1.0;2014
27644;1.0;2014
27681;39.0;2013
27681;91.0;2016
28015;1.0;2016
28023;1.0;2016
28036;1.0;2016
28050;1.0;2016
28058;1.0;2016
28064;1.0;2016
28076;16.0;2012
28083;1.0;2013
28088;1.0;2013
28101;1.0;2013
28103;16.0;2013
28113;1.0;2016
28115;39.0;2012
28134;1.0;2012
28135;1.0;2016
28136;1.0;2016
28137;1.0;2016
28140;1.0;2016
28150;1.0;2013
28168;1.0;2016
28172;1.0;2016
28179;1.0;2014
28185;1.0;2016
28188;1.0;2016
28191;1.0;2016
28198;1.0;2013
28204;39.0;2012
28208;1.0;2016
28213;1.0;2016
28218;39.0;2013
28220;39.0;2012
28223;1.0;2012
28223;16.0;2015
28223;1.0;2016
28224;1.0;2013
28229;39.0;2012
28235;1.0;2016
28241;1.0;2013
28251;16.0;2015
28278;1.0;2016
28280;39.0;2012
28281;1.0;2016
28283;1.0;2013
28295;1.0;2013
28303;1.0;2016
28318;1.0;2013
28321;1.0;2016
28332;1.0;2012
28332;1.0;2016
28347;1.0;2016
28349;1.0;2016
28352;1.0;2016
28355;1.0;2016
28356;39.0;2012
28357;1.0;2016
28359;1.0;2014
28372;1.0;2016
28389;1.0;2013
28390;1.0;2016
28395;39.0;2012
28400;1.0;2013
28404;1.0;2012
28416;39.0;2013
28417;1.0;2016
28422;39.0;2012
28422;39.0;2012
28423;1.0;2016
29002;1.0;2014
29003;32.0;2014
29006;32.0;2014
29006;32.0;2014
29007;1.0;2014
29010;1.0;2014
29011;1.0;2012
29015;1.0;2014
29019;1.0;2014
29019;1.0;2016
29021;32.0;2014
29024;1.0;2014
29026;1.0;2014
29027;1.0;2014
29029;1.0;2014
29030;32.0;2014
29030;16.0;2014
29030;1.0;2014
29031;32.0;2014
29032;21.0;2014
29036;1.0;2014
29037;32.0;2014
29038;1.0;2014
29039;32.0;2014
29039;32.0;2014
29042;1.0;2013
29042;32.0;2014
29042;1.0;2015
29042;91.0;2015
29043;1.0;2013
29044;1.0;2012
29045;1.0;2013
29046;1.0;2013
29046;32.0;2014
29051;16.0;2014
29052;32.0;2014
29056;1.0;2014
29058;32.0;2014
29062;1.0;2014
29064;1.0;2014
29064;21.0;2014
29068;1.0;2013
29071;1.0;2014
29072;32.0;2014
29075;1.0;2012
29080;1.0;2014
29083;32.0;2014
29084;32.0;2014
29085;32.0;2014
29086;1.0;2013
29089;1.0;2014
29090;32.0;2014
29090;32.0;2014
29091;1.0;2014
29097;1.0;2013
29097;1.0;2014
29099;1.0;2014
29099;91.0;2015
29101;32.0;2014
29101;91.0;2015
29101;1.0;2016
29102;1.0;2014
29103;1.0;2013
29103;32.0;2014
29103;1.0;2014
29107;1.0;2013
29109;1.0;2014
29109;32.0;2014
29109;1.0;2015
29112;32.0;2014
29112;1.0;2015
29116;1.0;2014
29117;1.0;2012
29120;1.0;2013
29120;16.0;2013
29122;1.0;2014
29124;1.0;2012
29124;1.0;2015
29125;1.0;2014
29128;1.0;2014
29129;1.0;2014
29130;32.0;2014
29130;1.0;2014
29135;32.0;2014
29136;1.0;2014
29140;1.0;2013
29142;1.0;2014
29146;1.0;2014
29151;1.0;2014
29151;1.0;2014
29151;1.0;2014
29151;16.0;2014
29151;16.0;2016
29152;1.0;2014
29153;32.0;2014
29153;32.0;2014
29155;32.0;2014
29155;1.0;2014
29156;1.0;2013
29156;1.0;2014
29158;32.0;2014
29158;32.0;2014
29160;1.0;2012
29162;1.0;2014
29163;1.0;2014
29163;1.0;2014
29163;21.0;2014
29172;32.0;2014
29174;1.0;2015
29174;1.0;2015
29178;1.0;2014
29178;32.0;2014
29181;1.0;2014
29181;21.0;2014
29184;16.0;2014
29187;1.0;2014
29188;1.0;2014
29188;1.0;2016
29189;1.0;2012
29189;1.0;2013
29190;16.0;2012
29190;1.0;2014
29190;32.0;2014
29190;32.0;2014
29193;1.0;2014
29195;32.0;2014
29195;21.0;2014
29197;32.0;2014
29199;1.0;2014
29201;1.0;2014
29201;1.0;2015
29202;16.0;2016
29203;21.0;2014
29204;1.0;2014
29207;1.0;2014
29209;1.0;2014
29212;1.0;2012
29214;32.0;2014
29217;1.0;2014
29221;1.0;2014
29221;32.0;2014
29221;1.0;2015
29225;32.0;2014
29227;1.0;2014
29230;1.0;2013
29232;1.0;2014
29232;32.0;2014
29232;1.0;2014
29233;1.0;2012
29233;1.0;2014
29233;1.0;2014
29234;1.0;2014
29235;1.0;2012
29235;32.0;2014
29235;1.0;2014
29235;1.0;2014
29236;32.0;2014
29237;1.0;2013
29237;1.0;2014
29241;1.0;2014
29241;1.0;2014
29243;1.0;2014
29243;1.0;2014
29244;1.0;2014
29249;1.0;2014
29250;1.0;2014
29251;1.0;2016
29254;1.0;2014
29257;1.0;2014
29257;32.0;2014
29257;1.0;2015
29269;1.0;2014
29270;1.0;2012
29270;1.0;2013
29271;1.0;2014
29272;1.0;2014
29273;1.0;2014
29274;1.0;2013
29274;1.0;2014
29275;1.0;2014
29277;1.0;2014
29278;1.0;2014
29282;1.0;2014
29284;32.0;2014
29285;1.0;2014
29285;21.0;2014
29293;32.0;2014
29295;21.0;2014
29298;91.0;2015
29301;1.0;2014
2A004;1.0;2014
2A011;1.0;2016
2A048;1.0;2012
2A061;1.0;2013
2A071;1.0;2015
2A085;1.0;2012
2A085;1.0;2014
2A090;1.0;2014
2A092;1.0;2012
2A092;1.0;2013
2A092;1.0;2016
2A098;1.0;2013
2A103;1.0;2014
2A104;1.0;2012
2A108;1.0;2014
2A114;1.0;2013
2A130;1.0;2012
2A130;1.0;2014
2A130;1.0;2015
2A139;1.0;2013
2A139;1.0;2015
2A141;1.0;2014
2A142;1.0;2013
2A142;1.0;2014
2A154;1.0;2014
2A163;1.0;2013
2A181;1.0;2012
2A189;1.0;2015
2A198;1.0;2014
2A209;1.0;2012
2A209;1.0;2012
2A209;1.0;2014
2A247;1.0;2012
2A247;1.0;2013
2A247;1.0;2015
2A249;1.0;2015
2A258;1.0;2014
2A270;1.0;2012
2A271;1.0;2014
2A271;1.0;2015
2A271;1.0;2015
2A272;1.0;2013
2A272;1.0;2014
2A272;1.0;2015
2A276;1.0;2013
2A276;1.0;2015
2A284;1.0;2015
2A288;1.0;2013
2A295;1.0;2012
2A300;1.0;2013
2A324;1.0;2014
2A330;1.0;2014
2A336;1.0;2014
2A345;1.0;2014
2A348;1.0;2014
2A349;1.0;2015
2A359;1.0;2015
2A362;1.0;2013
2A362;1.0;2016
2B002;1.0;2015
2B002;1.0;2016
2B005;1.0;2016
2B009;1.0;2012
2B009;1.0;2015
2B010;1.0;2015
2B012;1.0;2015
2B012;1.0;2016
2B013;1.0;2016
2B015;1.0;2015
2B016;1.0;2015
2B029;1.0;2012
2B029;1.0;2015
2B029;1.0;2016
2B030;1.0;2015
2B030;1.0;2016
2B033;1.0;2015
2B033;1.0;2015
2B033;1.0;2015
2B033;32.0;2016
2B033;1.0;2016
2B036;1.0;2015
2B036;1.0;2015
2B037;1.0;2015
2B037;1.0;2015
2B037;1.0;2016
2B039;1.0;2015
2B039;1.0;2015
2B042;1.0;2015
2B042;1.0;2016
2B043;1.0;2014
2B043;1.0;2015
2B043;1.0;2015
2B043;1.0;2016
2B045;1.0;2016
2B051;1.0;2014
2B051;1.0;2015
2B051;1.0;2016
2B052;1.0;2012
2B052;1.0;2015
2B054;1.0;2015
2B054;1.0;2015
2B054;1.0;2015
2B055;1.0;2015
2B058;1.0;2015
2B058;1.0;2015
2B058;1.0;2016
2B059;1.0;2014
2B059;1.0;2015
2B063;1.0;2015
2B063;1.0;2015
2B063;1.0;2016
2B067;1.0;2015
2B068;1.0;2015
2B068;1.0;2016
2B072;1.0;2015
2B072;1.0;2015
2B075;1.0;2015
2B077;1.0;2015
2B077;1.0;2015
2B078;1.0;2015
2B078;1.0;2016
2B079;1.0;2015
2B079;1.0;2015
2B079;1.0;2016
2B080;1.0;2015
2B082;1.0;2015
2B082;1.0;2016
2B088;1.0;2013
2B093;1.0;2015
2B095;1.0;2015
2B101;1.0;2015
2B102;1.0;2015
2B102;1.0;2016
2B105;1.0;2015
2B105;1.0;2015
2B105;1.0;2016
2B106;1.0;2016
2B109;1.0;2016
2B110;1.0;2015
2B110;1.0;2015
2B110;1.0;2016
2B111;1.0;2015
2B112;1.0;2014
2B113;1.0;2015
2B113;1.0;2015
2B113;1.0;2016
2B116;1.0;2015
2B116;1.0;2015
2B116;1.0;2016
2B120;1.0;2015
2B120;1.0;2016
2B122;1.0;2015
2B122;1.0;2016
2B123;1.0;2015
2B124;1.0;2015
2B124;1.0;2016
2B125;1.0;2012
2B125;1.0;2015
2B125;1.0;2016
2B126;1.0;2015
2B134;1.0;2015
2B134;32.0;2016
2B134;32.0;2016
2B135;1.0;2015
2B136;1.0;2015
2B137;1.0;2016
2B140;1.0;2015
2B140;1.0;2015
2B145;1.0;2015
2B145;1.0;2015
2B145;1.0;2016
2B148;1.0;2015
2B148;1.0;2015
2B148;1.0;2016
2B149;1.0;2015
2B152;1.0;2015
2B152;1.0;2016
2B157;1.0;2015
2B157;1.0;2016
2B162;1.0;2015
2B164;1.0;2012
2B164;1.0;2015
2B164;1.0;2015
2B164;1.0;2015
2B164;1.0;2016
2B166;1.0;2015
2B166;1.0;2015
2B166;1.0;2016
2B169;1.0;2015
2B169;1.0;2016
2B170;1.0;2015
2B172;1.0;2015
2B172;1.0;2015
2B172;1.0;2016
2B176;1.0;2015
2B176;1.0;2016
2B178;1.0;2015
2B178;1.0;2016
2B180;1.0;2015
2B182;1.0;2015
2B183;1.0;2016
2B184;1.0;2016
2B185;1.0;2015
2B185;1.0;2015
2B185;1.0;2015
2B185;1.0;2016
2B187;1.0;2015
2B187;1.0;2016
2B188;1.0;2015
2B188;1.0;2015
2B188;1.0;2015
2B188;1.0;2016
2B190;1.0;2015
2B192;1.0;2015
2B192;1.0;2015
2B192;1.0;2015
2B192;1.0;2016
2B193;1.0;2015
2B193;1.0;2015
2B193;1.0;2016
2B195;1.0;2015
2B195;1.0;2016
2B199;1.0;2015
2B201;1.0;2015
2B202;1.0;2015
2B205;1.0;2016
2B206;1.0;2015
2B206;1.0;2015
2B207;1.0;2015
2B207;1.0;2015
2B208;1.0;2015
2B213;1.0;2016
2B214;1.0;2013
2B214;1.0;2015
2B214;1.0;2015
2B214;1.0;2016
2B217;1.0;2012
2B217;1.0;2015
2B218;1.0;2015
2B218;1.0;2015
2B218;1.0;2016
2B219;1.0;2015
2B219;1.0;2016
2B220;1.0;2015
2B220;1.0;2016
2B221;1.0;2012
2B221;1.0;2015
2B222;1.0;2015
2B222;1.0;2015
2B222;1.0;2016
2B223;1.0;2015
2B224;1.0;2015
2B224;1.0;2016
2B226;1.0;2015
2B229;1.0;2015
2B230;1.0;2015
2B230;1.0;2015
2B233;1.0;2015
2B236;1.0;2015
2B236;1.0;2015
2B239;1.0;2012
2B239;1.0;2015
2B239;1.0;2015
2B239;1.0;2016
2B241;1.0;2015
2B243;1.0;2015
2B246;1.0;2015
2B246;1.0;2015
2B246;1.0;2016
2B250;1.0;2015
2B250;1.0;2015
2B250;1.0;2016
2B251;1.0;2016
2B252;1.0;2015
2B252;1.0;2015
2B252;1.0;2015
2B255;1.0;2012
2B255;1.0;2012
2B255;1.0;2015
2B255;1.0;2016
2B256;1.0;2015
2B257;1.0;2015
2B257;1.0;2015
2B264;1.0;2016
2B265;1.0;2015
2B265;1.0;2016
2B267;1.0;2015
2B267;1.0;2016
2B273;1.0;2015
2B273;1.0;2016
2B274;1.0;2015
2B274;1.0;2015
2B275;1.0;2015
2B275;1.0;2016
2B280;1.0;2015
2B280;1.0;2015
2B281;1.0;2015
2B281;1.0;2016
2B283;1.0;2015
2B286;1.0;2012
2B287;1.0;2015
2B290;1.0;2015
2B291;1.0;2015
2B292;1.0;2015
2B292;1.0;2016
2B297;1.0;2015
2B297;1.0;2015
2B298;1.0;2015
2B298;1.0;2015
2B298;1.0;2015
2B298;32.0;2016
2B298;32.0;2016
2B298;1.0;2016
2B299;1.0;2015
2B301;1.0;2015
2B301;1.0;2015
2B302;1.0;2015
2B303;1.0;2015
2B304;1.0;2014
2B304;1.0;2016
2B305;32.0;2016
2B305;1.0;2016
2B306;1.0;2015
2B306;1.0;2016
2B307;1.0;2015
2B309;1.0;2016
2B314;1.0;2015
2B314;1.0;2015
2B314;1.0;2016
2B316;1.0;2015
2B318;1.0;2015
2B320;1.0;2015
2B321;1.0;2015
2B329;1.0;2015
2B329;1.0;2015
2B329;1.0;2016
2B332;1.0;2015
2B333;1.0;2012
2B333;1.0;2015
2B333;1.0;2015
2B333;1.0;2015
2B333;1.0;2016
2B335;1.0;2015
2B337;1.0;2012
2B337;1.0;2015
2B337;1.0;2016
2B338;1.0;2015
2B338;1.0;2015
2B340;1.0;2013
2B340;1.0;2015
2B343;1.0;2015
2B343;1.0;2015
2B343;1.0;2015
2B344;1.0;2012
2B344;1.0;2015
2B344;1.0;2015
2B346;1.0;2015
2B346;1.0;2015
2B347;1.0;2015
2B347;1.0;2016
2B350;1.0;2016
2B353;16.0;2015
2B355;1.0;2015
2B355;1.0;2015
2B356;1.0;2015
2B364;1.0;2015
30001;1.0;2014
30002;39.0;2013
30002;1.0;2014
30003;1.0;2015
30004;39.0;2013
30006;1.0;2015
30007;39.0;2013
30007;1.0;2014
30007;1.0;2015
30008;39.0;2014
30008;1.0;2014
30008;1.0;2014
30009;1.0;2014
30010;1.0;2014
30014;1.0;2014
30017;1.0;2014
30018;39.0;2013
30018;39.0;2013
30018;1.0;2014
30019;1.0;2014
30021;1.0;2014
30022;1.0;2014
30023;1.0;2014
30026;1.0;2014
30027;39.0;2013
30027;1.0;2014
30028;1.0;2015
30028;1.0;2015
30029;39.0;2012
30029;39.0;2013
30029;1.0;2015
30030;1.0;2014
30032;1.0;2013
30035;39.0;2013
30037;1.0;2015
30038;1.0;2014
30040;1.0;2014
30041;1.0;2014
30042;1.0;2014
30046;1.0;2014
30049;1.0;2014
30051;39.0;2013
30053;1.0;2014
30058;1.0;2014
30059;39.0;2014
30059;39.0;2014
30061;39.0;2013
30061;1.0;2014
30062;39.0;2013
30062;1.0;2014
30062;1.0;2014
30062;1.0;2015
30066;1.0;2014
30067;1.0;2014
30068;39.0;2014
30069;1.0;2014
30075;39.0;2013
30075;1.0;2014
30076;1.0;2014
30077;1.0;2014
30077;1.0;2015
30079;1.0;2014
30080;1.0;2014
30080;1.0;2015
30082;39.0;2013
30082;1.0;2014
30085;1.0;2014
30086;1.0;2014
30091;39.0;2013
30091;39.0;2014
30091;1.0;2014
30091;1.0;2015
30092;1.0;2014
30093;1.0;2014
30094;1.0;2014
30097;1.0;2015
30098;1.0;2014
30098;1.0;2014
30098;1.0;2014
30099;1.0;2014
30102;1.0;2014
30104;1.0;2014
30108;1.0;2014
30110;1.0;2014
30111;1.0;2014
30112;39.0;2013
30112;1.0;2014
30114;1.0;2014
30114;1.0;2014
30114;1.0;2015
30116;39.0;2013
30120;1.0;2015
30122;39.0;2014
30122;1.0;2014
30123;1.0;2014
30126;1.0;2014
30127;1.0;2014
30129;1.0;2014
30130;1.0;2014
30132;1.0;2015
30133;1.0;2015
30136;39.0;2014
30136;1.0;2014
30138;39.0;2013
30138;1.0;2014
30140;1.0;2014
30142;1.0;2014
30142;1.0;2015
30144;1.0;2014
30145;39.0;2013
30146;1.0;2014
30147;1.0;2014
30147;1.0;2015
30151;1.0;2014
30152;1.0;2014
30152;1.0;2015
30154;1.0;2014
30159;1.0;2014
30159;1.0;2015
30161;39.0;2014
30162;39.0;2014
30162;1.0;2014
30164;1.0;2014
30165;39.0;2013
30167;1.0;2015
30168;1.0;2014
30170;1.0;2014
30171;1.0;2014
30171;1.0;2015
30172;1.0;2014
30173;39.0;2013
30176;1.0;2014
30179;1.0;2014
30180;39.0;2013
30180;1.0;2014
30181;1.0;2014
30182;1.0;2014
30183;1.0;2014
30183;1.0;2014
30183;1.0;2014
30185;39.0;2014
30186;39.0;2013
30188;39.0;2013
30188;1.0;2015
30189;39.0;2013
30189;1.0;2014
30189;1.0;2014
30191;39.0;2014
30192;1.0;2014
30192;1.0;2014
30193;39.0;2014
30193;1.0;2014
30194;1.0;2015
30196;1.0;2014
30198;1.0;2014
30199;1.0;2014
30201;1.0;2015
30205;1.0;2014
30206;39.0;2013
30206;1.0;2014
30210;1.0;2014
30212;39.0;2013
30212;1.0;2014
30214;39.0;2013
30215;39.0;2013
30215;39.0;2013
30215;1.0;2014
30216;1.0;2014
30216;1.0;2015
30218;39.0;2012
30218;1.0;2014
30219;1.0;2015
30223;39.0;2013
30223;1.0;2014
30223;1.0;2014
30223;1.0;2015
30224;39.0;2013
30224;1.0;2014
30225;1.0;2014
30227;39.0;2013
30227;1.0;2015
30228;1.0;2014
30229;1.0;2014
30231;1.0;2015
30231;1.0;2015
30233;1.0;2014
30234;1.0;2014
30236;1.0;2014
30237;39.0;2014
30237;1.0;2015
30238;1.0;2014
30239;1.0;2015
30241;39.0;2014
30241;1.0;2014
30242;39.0;2013
30243;39.0;2013
30243;1.0;2014
30245;39.0;2013
30245;1.0;2014
30248;39.0;2014
30248;1.0;2014
30249;39.0;2013
30253;39.0;2013
30253;1.0;2014
30253;1.0;2015
30254;39.0;2013
30255;39.0;2014
30258;1.0;2016
30259;39.0;2013
30259;1.0;2014
30261;39.0;2014
30262;1.0;2014
30263;1.0;2014
30266;39.0;2012
30268;1.0;2014
30268;1.0;2015
30269;1.0;2014
30269;1.0;2016
30269;16.0;2016
30270;1.0;2014
30272;1.0;2015
30274;39.0;2013
30274;1.0;2014
30274;1.0;2015
30275;39.0;2013
30275;39.0;2013
30275;1.0;2014
30276;1.0;2015
30280;1.0;2014
30281;39.0;2013
30281;1.0;2014
30284;39.0;2013
30284;1.0;2014
30284;1.0;2015
30286;1.0;2014
30290;39.0;2014
30291;1.0;2015
30292;1.0;2014
30294;39.0;2013
30294;1.0;2014
30294;1.0;2015
30295;1.0;2014
30296;1.0;2014
30298;1.0;2014
30299;1.0;2014
30301;1.0;2014
30303;39.0;2013
30303;39.0;2013
30305;39.0;2013
30305;1.0;2014
30305;1.0;2016
30306;1.0;2014
30306;1.0;2015
30307;1.0;2014
30307;1.0;2015
30308;1.0;2014
30309;1.0;2014
30310;1.0;2015
30310;1.0;2015
30310;1.0;2016
30314;1.0;2014
30316;1.0;2015
30319;39.0;2014
30319;1.0;2014
30321;1.0;2014
30321;1.0;2014
30321;39.0;2015
30321;1.0;2015
30321;39.0;2016
30322;1.0;2016
30324;1.0;2014
30325;1.0;2014
30325;1.0;2015
30329;1.0;2014
30330;39.0;2014
30330;1.0;2014
30331;1.0;2014
30334;1.0;2014
30337;1.0;2015
30338;1.0;2014
30339;1.0;2014
30339;1.0;2015
30341;39.0;2013
30344;1.0;2014
30348;39.0;2013
30348;1.0;2014
30349;1.0;2014
30349;1.0;2014
30350;1.0;2014
30352;1.0;2014
30353;1.0;2014
30354;1.0;2014
31002;1.0;2013
31002;1.0;2015
31003;39.0;2012
31004;39.0;2012
31004;39.0;2012
31006;39.0;2013
31008;39.0;2012
31008;1.0;2012
31010;1.0;2013
31017;1.0;2013
31020;16.0;2012
31020;16.0;2013
31020;1.0;2014
31023;39.0;2013
31025;39.0;2013
31025;1.0;2013
31025;39.0;2016
31028;39.0;2013
31028;1.0;2014
31029;39.0;2013
31029;39.0;2013
31031;1.0;2013
31032;39.0;2012
31032;39.0;2012
31032;21.0;2014
31032;39.0;2016
31033;39.0;2013
31036;39.0;2012
31036;39.0;2013
31037;39.0;2013
31037;1.0;2015
31038;39.0;2013
31039;39.0;2013
31039;39.0;2013
31041;1.0;2013
31042;1.0;2013
31044;39.0;2012
31045;1.0;2013
31048;39.0;2012
31048;39.0;2013
31049;39.0;2012
31049;39.0;2012
31050;1.0;2013
31052;39.0;2012
31052;1.0;2015
31053;39.0;2012
31056;39.0;2013
31056;39.0;2013
31056;39.0;2016
31057;39.0;2013
31059;39.0;2013
31059;1.0;2015
31061;39.0;2013
31065;39.0;2013
31066;39.0;2013
31069;39.0;2012
31069;1.0;2014
31070;39.0;2012
31070;39.0;2012
31073;39.0;2013
31073;1.0;2014
31075;39.0;2012
31076;16.0;2015
31079;39.0;2012
31079;39.0;2012
31079;39.0;2013
31079;39.0;2016
31080;1.0;2013
31080;16.0;2013
31082;39.0;2013
31082;39.0;2013
31083;39.0;2013
31084;1.0;2013
31087;39.0;2013
31088;39.0;2013
31089;39.0;2012
31089;39.0;2012
31089;1.0;2015
31090;39.0;2012
31091;39.0;2012
31091;39.0;2016
31093;39.0;2012
31093;39.0;2016
31096;39.0;2012
31096;39.0;2012
31096;39.0;2016
31098;39.0;2012
31102;39.0;2012
31102;39.0;2012
31105;39.0;2012
31105;39.0;2012
31105;39.0;2013
31106;39.0;2012
31106;39.0;2013
31107;39.0;2014
31109;39.0;2014
31110;39.0;2012
31113;39.0;2013
31116;39.0;2012
31116;39.0;2016
31117;39.0;2012
31117;39.0;2012
31117;39.0;2013
31117;39.0;2014
31118;39.0;2012
31118;39.0;2016
31119;39.0;2012
31120;39.0;2012
31120;39.0;2012
31120;39.0;2016
31121;39.0;2013
31122;1.0;2015
31124;1.0;2013
31124;21.0;2013
31126;39.0;2012
31129;1.0;2013
31129;16.0;2013
31132;1.0;2013
31133;3.0;2013
31133;1.0;2013
31136;39.0;2012
31136;39.0;2012
31136;39.0;2016
31139;1.0;2013
31142;1.0;2013
31143;16.0;2016
31144;1.0;2013
31145;39.0;2013
31148;39.0;2012
31148;39.0;2012
31149;39.0;2012
31149;1.0;2014
31150;39.0;2013
31153;39.0;2016
31156;39.0;2013
31157;39.0;2013
31157;1.0;2015
31160;39.0;2012
31162;39.0;2013
31163;39.0;2012
31163;39.0;2012
31164;39.0;2012
31164;39.0;2012
31165;39.0;2012
31165;39.0;2012
31165;39.0;2013
31165;1.0;2015
31165;39.0;2016
31166;39.0;2013
31168;39.0;2013
31169;39.0;2012
31169;39.0;2013
31171;39.0;2013
31176;1.0;2013
31177;16.0;2014
31182;39.0;2012
31184;39.0;2012
31186;39.0;2012
31187;39.0;2012
31187;39.0;2016
31188;39.0;2012
31188;39.0;2016
31189;39.0;2012
31190;1.0;2013
31192;39.0;2013
31192;39.0;2014
31194;39.0;2012
31194;39.0;2012
31199;1.0;2013
31202;39.0;2012
31202;39.0;2012
31202;39.0;2014
31202;1.0;2014
31202;1.0;2014
31202;1.0;2014
31203;21.0;2013
31204;39.0;2013
31206;39.0;2013
31207;1.0;2013
31209;39.0;2012
31210;39.0;2013
31211;39.0;2012
31211;39.0;2016
31212;39.0;2012
31212;39.0;2012
31213;16.0;2013
31215;39.0;2012
31215;39.0;2014
31216;39.0;2012
31219;39.0;2013
31219;39.0;2016
31224;1.0;2013
31224;16.0;2014
31227;39.0;2012
31228;39.0;2012
31228;39.0;2013
31229;39.0;2012
31230;39.0;2012
31230;39.0;2012
31230;39.0;2016
31232;39.0;2012
31234;39.0;2013
31235;1.0;2013
31238;1.0;2013
31240;39.0;2013
31244;1.0;2013
31246;16.0;2015
31248;39.0;2012
31248;39.0;2012
31248;39.0;2016
31249;39.0;2013
31250;39.0;2012
31250;39.0;2012
31251;1.0;2016
31252;39.0;2012
31252;39.0;2012
31252;39.0;2013
31252;39.0;2016
31253;39.0;2012
31254;39.0;2012
31255;1.0;2013
31263;39.0;2012
31263;39.0;2012
31263;39.0;2014
31265;39.0;2012
31266;39.0;2016
31271;39.0;2012
31273;39.0;2012
31273;39.0;2012
31275;39.0;2012
31277;39.0;2012
31278;39.0;2013
31281;39.0;2012
31282;39.0;2013
31283;39.0;2013
31284;39.0;2013
31285;39.0;2012
31288;39.0;2013
31289;1.0;2015
31291;39.0;2012
31291;1.0;2014
31291;39.0;2016
31293;39.0;2014
31297;39.0;2012
31297;39.0;2012
31298;1.0;2013
31299;39.0;2012
31299;39.0;2012
31301;39.0;2012
31308;1.0;2013
31309;39.0;2013
31309;39.0;2016
31311;39.0;2012
31311;39.0;2014
31314;1.0;2013
31314;1.0;2014
31316;1.0;2013
