,CODGEO,MED13
5095,14611,18932.6086956522
5096,14613,
5097,14614,17797.6923076923
5098,14615,18548.8
5099,14616,16731.5
5100,14618,19308.6666666667
5101,14619,16407.3333333333
5102,14620,23918.4
5103,14621,17830.6666666667
5104,14622,21075.7142857143
5105,14623,21758.6666666667
5106,14625,20146.0
5107,14626,19986.6666666667
5108,14627,19662.3333333333
5109,14628,19626.0
5110,14629,16924.4444444444
5111,14630,23432.6666666667
5112,14632,17157.9166666667
5113,14633,23487.6666666667
5114,14634,19528.0952380952
5115,14635,17471.3333333333
5116,14636,19041.9047619048
5117,14637,23124.6153846154
5118,14638,
5119,14639,19150.0
5120,14640,21680.7692307692
5121,14643,19503.0555555556
5122,14644,20470.0
5123,14645,21970.3571428571
5124,14646,19448.3333333333
5125,14647,18630.0
5126,14648,19648.3333333333
5127,14649,21405.9523809524
5128,14650,19879.0
5129,14651,21178.8888888889
5130,14652,
5131,14653,18912.4
5132,14654,16817.3333333333
5133,14655,18322.9032258065
5134,14656,18605.3333333333
5135,14657,23345.8333333333
5136,14658,16994.4
5137,14659,20184.6666666667
5138,14660,
5139,14661,21318.6666666667
5140,14662,17500.4761904762
5141,14663,21603.2
5142,14664,18057.3333333333
5143,14665,21529.0
5144,14666,21000.5
5145,14667,20327.0
5146,14668,19689.5833333333
5147,14669,19048.0952380952
5148,14670,22530.9523809524
5149,14671,17280.0
5150,14672,18539.6
5151,14674,18946.6666666667
5152,14675,21610.4285714286
5153,14676,21470.0
5154,14677,20983.75
5155,14678,19187.3076923077
5156,14679,20822.4
5157,14680,19264.0
5158,14681,18767.619047619
5159,14682,22978.5
5160,14684,20191.3333333333
5161,14685,24087.619047619
5162,14686,16689.3333333333
5163,14687,19911.3333333333
5164,14688,18539.0666666667
5165,14689,17661.7857142857
5166,14690,20095.0
5167,14691,21710.8695652174
5168,14692,19732.0
5169,14693,17834.0
5170,14694,21596.6666666667
5171,14695,19110.9523809524
5172,14696,19386.5
5173,14697,19311.5384615385
5174,14698,20614.4444444444
5175,14699,18472.3076923077
5176,14700,20556.1538461538
5177,14701,24775.0
5178,14702,20886.1904761905
5179,14703,19247.6
5180,14704,18269.5833333333
5181,14705,18308.6666666667
5182,14706,22769.4285714286
5183,14707,22552.4
5184,14708,20101.75
5185,14709,20723.6111111111
5186,14710,18006.25
5187,14711,17409.2
5188,14712,20808.6666666667
5189,14713,21117.3913043478
5190,14714,19229.3333333333
5191,14715,18807.0
5192,14716,20946.6666666667
5193,14717,17603.0
5194,14718,15979.5
5195,14719,20924.2857142857
5196,14720,19078.0952380952
5197,14721,21402.2222222222
5198,14722,19585.6666666667
5199,14723,20226.1904761905
5200,14724,22568.6666666667
5201,14726,18534.0
5202,14727,19736.1904761905
5203,14728,23872.6666666667
5204,14729,15805.5172413793
5205,14730,21913.3333333333
5206,14731,23216.6666666667
5207,14732,21844.6428571429
5208,14733,21607.0
5209,14734,23168.8
5210,14735,19609.0
5211,14737,22018.0
5212,14738,23420.7692307692
5213,14739,21854.7826086957
5214,14740,17706.0
5215,14741,19261.1666666667
5216,14742,
5217,14743,17788.8888888889
5218,14744,21826.7857142857
5219,14745,20350.6666666667
5220,14746,19172.8571428571
5221,14747,22307.7777777778
5222,14748,
5223,14749,20930.0
5224,14750,20288.0
5225,14751,20688.4
5226,14752,18875.5555555556
5227,14753,19956.9444444444
5228,14754,19701.2903225806
5229,14755,20120.4
5230,14756,19132.0
5231,14757,21458.4
5232,14758,30271.0
5233,14759,21476.1904761905
5234,14760,19964.7619047619
5235,14761,20030.8695652174
5236,14762,18258.5714285714
5237,14763,18506.0
5238,14764,17928.0
5239,15001,17176.6666666667
5240,15002,17318.0769230769
5241,15003,18249.2
5242,15004,18997.5238095238
5243,15005,19822.5
5244,15006,16623.3333333333
5245,15007,16256.9444444444
5246,15008,17888.6666666667
5247,15009,16461.3333333333
5248,15010,17800.9523809524
5249,15011,16364.0
5250,15012,20528.6666666667
5251,15013,15772.0
5252,15014,19181.3333333333
5253,15015,14741.0
5254,15016,18925.2
5255,15017,16076.0
5256,15018,15585.5
5257,15019,17950.6666666667
5258,15020,
5259,15021,17793.6904761905
5260,15022,17829.0
5261,15024,
5262,15025,17506.0
5263,15026,16204.0
5264,15027,17735.7142857143
5265,15028,19640.4761904762
5266,15029,16680.0
5267,15030,17326.0869565217
5268,15031,18989.0476190476
5269,15032,
5270,15033,15608.3333333333
5271,15034,14768.0952380952
5272,15035,16769.3333333333
5273,15036,18060.0
5274,15037,17373.2
5275,15038,16963.8095238095
5276,15040,16273.4782608696
5277,15041,20262.5
5278,15042,16891.0
5279,15043,
5280,15044,18043.0434782609
5281,15045,18293.3333333333
5282,15046,16131.4285714286
5283,15047,
5284,15048,
5285,15049,16025.1666666667
5286,15050,16802.75
5287,15051,15176.8
5288,15052,18942.0
5289,15053,18219.5833333333
5290,15054,18454.0
5291,15055,19968.3333333333
5292,15056,20723.2
5293,15057,17085.5
5294,15058,16845.7142857143
5295,15059,17405.3333333333
5296,15060,
5297,15061,16805.0
5298,15063,18294.0
5299,15064,
5300,15065,
5301,15066,15886.0
5302,15067,
5303,15068,14302.8571428571
5304,15069,15770.0
5305,15070,16121.0
5306,15071,
5307,15072,18248.0
5308,15073,18289.5
5309,15074,22209.6666666667
5310,15075,
5311,15076,16316.9523809524
5312,15077,
5313,15078,16666.0
5314,15079,18229.5238095238
5315,15080,15619.5769230769
5316,15081,15044.5
5317,15082,15574.347826087
5318,15083,19482.0
5319,15084,18004.0
5320,15085,18125.0
5321,15086,
5322,15087,17261.7391304348
5323,15088,20179.5238095238
5324,15089,16406.25
5325,15090,18344.7826086957
5326,15091,
5327,15092,19273.4782608696
5328,15093,
5329,15094,18606.6666666667
5330,15095,18785.5
5331,15096,18122.0
5332,15097,15084.0
5333,15098,
5334,15099,17529.3333333333
5335,15100,16690.0
5336,15101,20535.6666666667
5337,15102,19068.0
5338,15103,16317.4418604651
5339,15104,15320.0
5340,15105,
5341,15106,15290.0
5342,15107,15144.75
5343,15108,18438.5714285714
5344,15110,17153.6
5345,15111,20121.5
5346,15112,12836.6666666667
5347,15113,15508.6666666667
5348,15114,17639.5238095238
5349,15116,16042.8333333333
5350,15117,17504.3333333333
5351,15118,19068.0
5352,15119,18861.0
5353,15120,18591.7391304348
5354,15121,17916.0
5355,15122,18173.3333333333
5356,15123,16238.0
5357,15124,16679.0476190476
5358,15125,16910.8846153846
5359,15126,
5360,15127,18262.0
5361,15128,16603.3333333333
5362,15129,15289.3333333333
5363,15130,14450.6666666667
5364,15131,15774.6666666667
5365,15132,
5366,15133,18107.5
5367,15134,19019.5238095238
5368,15135,18596.6666666667
5369,15136,15521.0
5370,15137,18763.3333333333
5371,15138,18931.0
5372,15139,
5373,15140,21869.0
5374,15141,18799.0
5375,15142,18040.0
5376,15143,19924.4112318841
5377,15144,18843.5714285714
5378,15145,18148.0
5379,15146,16503.6
5380,15147,17220.9523809524
5381,15148,17200.0
5382,15149,18305.652173913
5383,15150,17530.0
5384,15151,15608.0
5385,15152,18723.9130434783
5386,15153,17622.75
5387,15154,19372.6086956522
5388,15155,
5389,15156,19974.6666666667
5390,15157,18802.8
5391,15158,14345.0
5392,15159,18295.3333333333
5393,15160,20514.3333333333
5394,15161,16130.2857142857
5395,15162,18534.7619047619
5396,15163,20283.2
5397,15164,18944.7826086957
5398,15165,15651.0
5399,15166,18258.3333333333
5400,15167,18662.6666666667
5401,15168,18618.0
5402,15169,18797.3333333333
5403,15170,18037.3333333333
5404,15171,16030.0
5405,15172,16261.6
5406,15173,17013.0
5407,15174,16701.3043478261
5408,15175,17861.0
5409,15176,15940.4
5410,15178,15869.5238095238
5411,15179,18591.0
5412,15180,
5413,15181,18018.0
5414,15182,18644.6666666667
5415,15183,16485.8333333333
5416,15184,19298.4166666667
5417,15185,16889.0
5418,15186,17899.2
5419,15187,19044.7222222222
5420,15188,20280.0
5421,15189,17617.3333333333
5422,15190,17014.0
5423,15191,17229.1304347826
5424,15192,16565.7142857143
5425,15194,17856.0
5426,15195,15770.8333333333
5427,15196,19034.0
5428,15197,
5429,15198,16096.0
5430,15199,
5431,15200,18800.0
5432,15201,16934.2857142857
5433,15202,17912.7777777778
5434,15203,15793.3333333333
5435,15204,20115.8333333333
5436,15205,18772.5
5437,15206,15148.0952380952
5438,15207,15802.0
5439,15208,14862.0
5440,15209,14162.0
5441,15211,14721.0
5442,15212,19049.1304347826
5443,15213,14476.5
5444,15214,15124.6666666667
5445,15215,21290.5
5446,15216,18477.0
5447,15217,15877.619047619
5448,15218,
5449,15219,20691.3043478261
5450,15220,19413.3333333333
5451,15221,20838.3333333333
5452,15222,16499.0
5453,15223,17639.6
5454,15224,17702.4137931035
5455,15225,16846.4615384615
5456,15226,19449.3333333333
5457,15227,18627.1666666667
5458,15228,16899.5
5459,15229,
5460,15230,17354.2857142857
5461,15231,17473.0
5462,15232,17689.0
5463,15233,21475.652173913
5464,15234,19504.8888888889
5465,15235,18498.0
5466,15236,19294.4
5467,15237,21403.3333333333
5468,15238,17677.3333333333
5469,15240,13848.0
5470,15241,
5471,15242,15844.0
5472,15243,15922.7777777778
5473,15244,16925.0
5474,15245,19951.2
5475,15246,16278.5
5476,15247,
5477,15248,18674.6666666667
5478,15249,
5479,15250,17050.0
5480,15251,15936.0
5481,15252,19988.0
5482,15253,
5483,15254,16256.1904761905
5484,15255,20094.7619047619
5485,15256,
5486,15257,17177.3333333333
5487,15258,18982.6666666667
5488,15259,16636.8
5489,15260,15462.0689655172
5490,15261,19896.0
5491,15262,20686.6666666667
5492,15263,17221.4202898551
5493,15264,16663.5
5494,15265,18470.9523809524
5495,15266,19572.6666666667
5496,15267,21260.0
5497,15268,18602.9166666667
5498,15269,16544.0
5499,16001,16388.1081081081
5500,16002,18313.4375
5501,16003,18396.6666666667
5502,16004,18268.6666666667
5503,16005,17906.5217391304
5504,16007,17047.0
5505,16008,19122.0555555556
5506,16009,16357.5
5507,16010,16855.3333333333
5508,16011,20633.8461538462
5509,16012,20845.3333333333
5510,16013,20819.5833333333
5511,16014,18704.2857142857
5512,16015,17754.2857142857
5513,16016,18922.3333333333
5514,16017,19378.5714285714
5515,16018,21850.0
5516,16019,20653.0
5517,16020,16294.6666666667
5518,16021,17548.0
5519,16023,17925.1666666667
5520,16024,20482.0
5521,16025,17007.0
5522,16026,22202.7777777778
5523,16027,17607.5
5524,16028,17990.6451612903
5525,16029,16998.0
5526,16030,21226.6666666667
5527,16031,20473.3333333333
5528,16032,19162.8571428571
5529,16033,18484.1666666667
5530,16034,16005.0
5531,16035,18111.6
5532,16036,19660.6666666667
5533,16037,15833.5
5534,16038,16482.0
5535,16039,18261.8076923077
5536,16040,17604.0
5537,16041,16016.3333333333
5538,16042,19612.7916666667
5539,16043,19373.3333333333
5540,16044,18277.4487179487
5541,16045,21541.3333333333
5542,16046,17711.1538461538
5543,16047,18798.0
5544,16048,16241.2222222222
5545,16049,18109.0
5546,16050,20308.2608695652
5547,16051,19698.6956521739
5548,16052,17892.5
5549,16053,17186.1904761905
5550,16054,16582.6666666667
5551,16055,19732.8571428571
5552,16056,22301.2
5553,16057,20894.0
5554,16058,22007.6
5555,16059,15069.7826086957
5556,16060,19600.4347826087
5557,16061,20532.0869565217
5558,16062,19669.4444444444
5559,16063,18080.6666666667
5560,16064,17530.5
5561,16065,15325.3333333333
5562,16066,16806.3333333333
5563,16067,19515.1515151515
5564,16068,16188.6666666667
5565,16069,17874.1666666667
5566,16070,18388.3333333333
5567,16071,17835.0
5568,16072,19802.380952381
5569,16073,16938.1666666667
5570,16074,19549.5
5571,16075,20812.380952381
5572,16076,17650.0
5573,16077,21504.7619047619
5574,16078,22013.8095238095
5575,16079,19051.9047619048
5576,16081,17858.0952380952
5577,16082,18796.6666666667
5578,16083,16685.3333333333
5579,16084,18438.0
5580,16085,17777.3333333333
5581,16086,18922.380952381
5582,16087,16935.3333333333
5583,16088,21356.3333333333
5584,16089,20873.3333333333
5585,16090,19232.6666666667
5586,16091,18167.9166666667
5587,16092,15787.6666666667
5588,16093,19547.2222222222
5589,16094,16382.0
5590,16095,18762.8571428571
5591,16096,15986.6666666667
5592,16097,21339.0
5593,16098,20589.6
5594,16099,19753.5
5595,16100,18982.7777777778
5596,16101,21046.1904761905
5597,16102,18941.6666666667
5598,16103,14347.3333333333
5599,16104,18897.6
5600,16105,17978.6666666667
5601,16106,19196.6666666667
5602,16107,19235.0
5603,16108,18056.6666666667
5604,16109,17948.6666666667
5605,16110,17958.6666666667
5606,16111,15974.2857142857
5607,16112,
5608,16113,18954.0
5609,16114,18076.0
5610,16115,17412.0
5611,16116,19379.3333333333
5612,16117,17578.5714285714
5613,16118,15495.0434782609
5614,16119,19787.5
5615,16120,21953.6
5616,16121,19583.8461538462
5617,16122,18568.0
5618,16123,20286.1111111111
5619,16124,16332.0
5620,16125,18590.6666666667
5621,16127,18451.5
5622,16128,15416.3333333333
5623,16129,19776.1904761905
5624,16130,19555.3333333333
5625,16131,18440.0
5626,16132,19260.4
5627,16133,20750.0
5628,16134,18325.3333333333
5629,16135,18790.6666666667
5630,16136,18864.6666666667
5631,16137,19011.3333333333
5632,16138,21445.7142857143
5633,16139,21260.0
5634,16140,18125.7692307692
5635,16141,19658.6666666667
5636,16142,18607.8260869565
5637,16143,20019.6666666667
5638,16144,17901.0
5639,16145,22253.0769230769
5640,16146,21905.7142857143
5641,16147,18756.0
5642,16148,19163.8888888889
5643,16149,17587.2
5644,16150,22039.0476190476
5645,16151,21537.8571428571
5646,16152,22670.0
5647,16153,19969.0555555556
5648,16154,19418.2608695652
5649,16155,18082.6666666667
5650,16156,17486.0
5651,16157,15474.6428571429
5652,16158,17457.1428571429
5653,16160,19579.3333333333
5654,16161,15286.0
5655,16162,19866.6666666667
5656,16163,21379.6666666667
5657,16164,15696.6666666667
5658,16165,19835.75
5659,16166,20288.3870967742
5660,16167,19270.0
5661,16168,20389.2
5662,16169,21643.0769230769
5663,16170,17919.0
5664,16171,19863.3333333333
5665,16172,18651.9047619048
5666,16173,16015.2
5667,16174,19942.0
5668,16175,18022.0
5669,16176,19409.5
5670,16177,21417.2380952381
5671,16178,19420.0
5672,16179,17898.6666666667
5673,16180,18274.0
5674,16181,17302.3333333333
5675,16182,15136.5
5676,16183,17215.3333333333
5677,16184,
5678,16185,16274.5
5679,16186,19331.1111111111
5680,16187,21676.6666666667
5681,16188,16874.0
5682,16189,16798.0
5683,16190,16998.6666666667
5684,16191,19130.0
5685,16192,17166.0
5686,16193,20828.5714285714
5687,16194,17691.3333333333
5688,16195,16048.0
5689,16196,18956.6666666667
5690,16197,17318.3333333333
5691,16198,19170.1884057971
5692,16199,21814.6153846154
5693,16200,19818.6666666667
5694,16201,19374.5
5695,16202,21258.3333333333
5696,16203,16456.6666666667
5697,16204,20391.1111111111
5698,16205,16610.0
5699,16206,17088.0
5700,16207,17136.3333333333
5701,16208,20706.25
5702,16209,18829.0476190476
5703,16210,21064.0
5704,16211,18754.0
5705,16212,17498.6666666667
5706,16213,18272.3333333333
5707,16214,
5708,16215,18771.4285714286
5709,16216,20800.0
5710,16217,21444.7307692308
5711,16218,19773.0
5712,16220,21295.2380952381
5713,16221,18463.3333333333
5714,16222,17584.6153846154
5715,16223,18191.6666666667
5716,16224,20246.6666666667
5717,16225,17147.3333333333
5718,16226,19790.8
5719,16227,15544.5
5720,16228,19590.3571428571
5721,16229,15922.0
5722,16230,16820.0
5723,16231,17854.6666666667
5724,16232,21741.7391304348
5725,16233,19475.2
5726,16234,20597.1428571429
5727,16236,20827.5
5728,16237,19397.5
5729,16238,17226.8333333333
5730,16239,15139.2
5731,16240,
5732,16241,20841.3333333333
5733,16242,16936.8
5734,16243,21178.0
5735,16244,19105.7142857143
5736,16245,17346.0
5737,16246,16584.0
5738,16247,19224.1379310345
5739,16248,19365.0
5740,16249,14480.0
5741,16250,17534.5
5742,16251,17419.0
5743,16252,19883.3333333333
5744,16253,17069.5833333333
5745,16254,16457.4285714286
5746,16255,15752.5
5747,16256,16425.7142857143
5748,16257,18707.3333333333
5749,16258,18985.0
5750,16259,18942.0
5751,16260,17559.0
5752,16261,18738.8888888889
5753,16262,20673.3333333333
5754,16263,19810.8333333333
5755,16264,15245.3333333333
5756,16267,
5757,16268,18055.0
5758,16269,20960.7142857143
5759,16270,16090.6666666667
5760,16271,25046.1904761905
5761,16272,18652.6666666667
5762,16273,18476.0
5763,16274,18880.9523809524
5764,16275,16579.3333333333
5765,16276,19574.0
5766,16277,20222.6086956522
5767,16279,19098.6666666667
5768,16280,20183.6
5769,16281,17988.3333333333
5770,16282,18927.0
5771,16283,18340.4761904762
5772,16284,19276.9565217391
5773,16285,18706.6666666667
5774,16286,19071.8333333333
5775,16287,20500.9523809524
5776,16289,15553.3333333333
5777,16290,17857.5
5778,16291,20133.3333333333
5779,16292,17321.25
5780,16293,19131.6666666667
5781,16294,18711.6666666667
5782,16295,19132.0
5783,16296,19200.9523809524
5784,16297,22936.5
5785,16298,20132.2222222222
5786,16300,17957.3913043478
5787,16301,19670.0
5788,16302,16920.1666666667
5789,16303,20565.2
5790,16304,24629.3333333333
5791,16306,17130.5
5792,16307,19002.0
5793,16308,16932.4
5794,16309,17926.0
5795,16310,17062.0
5796,16312,19110.2222222222
5797,16314,17998.6666666667
5798,16315,20039.5
5799,16316,20680.3333333333
5800,16317,18810.5555555556
5801,16318,17385.5
5802,16320,20310.4761904762
5803,16321,
5804,16322,
5805,16323,19053.8095238095
5806,16325,16181.0
5807,16326,20575.7435897436
5808,16328,18455.2380952381
5809,16329,17165.2173913043
5810,16330,21696.9565217391
5811,16331,
5812,16332,17502.0
5813,16334,19499.0
5814,16335,17989.0476190476
5815,16336,18637.6666666667
5816,16337,17636.0
5817,16338,17498.0
5818,16339,17331.8028846154
5819,16340,19079.0
5820,16341,19262.2222222222
5821,16342,20273.8888888889
5822,16343,20079.0
5823,16344,20141.1428571429
5824,16345,18798.4
5825,16346,19010.9523809524
5826,16347,16767.8260869565
5827,16348,22245.8888888889
5828,16349,19745.652173913
5829,16350,17530.0
5830,16351,19512.0
5831,16352,20427.0
5832,16353,17837.6923076923
5833,16354,17369.0
5834,16355,19246.6666666667
5835,16356,
5836,16357,16523.8095238095
5837,16358,21703.3333333333
5838,16359,21471.9047619048
5839,16360,20921.5
5840,16361,18248.8333333333
5841,16362,16630.9615384615
5842,16363,16378.0
5843,16364,
5844,16365,
5845,16366,19919.1666666667
5846,16368,21000.9523809524
5847,16369,21116.2857142857
5848,16370,20680.0
5849,16371,18627.5
5850,16372,17266.1111111111
5851,16373,17380.0
5852,16374,16845.0
5853,16375,16242.6666666667
5854,16376,15928.0
5855,16377,18068.3333333333
5856,16378,19788.5714285714
5857,16379,18846.0
5858,16380,18380.5
5859,16381,17853.6666666667
5860,16382,21567.0
5861,16383,19782.380952381
5862,16384,18527.2222222222
5863,16385,21219.3333333333
5864,16386,19220.5555555556
5865,16387,19420.0
5866,16388,21462.0833333333
5867,16389,
5868,16390,18861.3333333333
5869,16391,18370.4166666667
5870,16392,16290.0
5871,16393,19541.0
5872,16394,
5873,16395,19014.0
5874,16396,16284.7619047619
5875,16397,18072.2222222222
5876,16398,
5877,16399,21102.0
5878,16400,17958.0
5879,16401,18695.3333333333
5880,16402,21990.8695652174
5881,16403,14846.5
5882,16404,16170.5
5883,16405,17629.2
5884,16406,18012.0
5885,16408,17860.0
5886,16409,17205.3333333333
5887,16410,19512.0
5888,16411,18441.3333333333
5889,16412,19434.5
5890,16413,16118.6666666667
5891,16414,18120.1666666667
5892,16415,21864.2857142857
5893,16416,18679.3333333333
5894,16417,17871.5
5895,16418,23315.6
5896,16419,19373.3333333333
5897,16420,20262.0
5898,16421,18358.3333333333
5899,16422,20066.5384615385
5900,16423,17584.0
5901,16424,17472.6666666667
5902,16425,18134.6666666667
5903,17002,17470.0
5904,17003,20755.0
5905,17004,20752.0
5906,17005,16565.3333333333
5907,17006,20046.9565217391
5908,17007,20756.6666666667
5909,17008,21031.3333333333
5910,17009,20226.5217391304
5911,17010,23159.5652173913
5912,17011,17476.9230769231
5913,17012,18707.2222222222
5914,17013,18905.0
5915,17015,17758.0
5916,17016,17204.8
5917,17017,17396.0
5918,17018,19706.0
5919,17019,21719.3333333333
5920,17020,21786.8
5921,17021,18600.6666666667
5922,17022,19438.0
5923,17023,17965.0
5924,17024,17798.4210526316
5925,17025,18027.619047619
5926,17026,18097.0
5927,17027,19798.0952380952
5928,17028,20421.6666666667
5929,17029,18582.0
5930,17030,18254.6153846154
5931,17031,19444.0
5932,17032,19896.25
5933,17033,17567.3333333333
5934,17034,18467.3333333333
5935,17035,19383.3333333333
5936,17036,20861.0
5937,17037,16774.6666666667
5938,17038,17397.0
5939,17039,20510.3225806452
5940,17040,19315.3333333333
5941,17041,19537.7777777778
5942,17042,18859.4444444444
5943,17043,17681.0
5944,17044,18792.1739130435
5945,17045,19096.5
5946,17046,18061.5384615385
5947,17047,19475.6666666667
5948,17048,18336.9230769231
5949,17049,
5950,17050,17486.5
5951,17051,23593.8888888889
5952,17052,17887.2
5953,17053,17250.0
5954,17054,17131.3333333333
5955,17055,17607.2222222222
5956,17056,18966.8333333333
5957,17057,19956.6666666667
5958,17058,18487.3333333333
5959,17059,22919.1304347826
5960,17060,16466.0
5961,17061,17977.5
5962,17062,18042.3333333333
5963,17063,19573.8888888889
5964,17064,21617.0
5965,17065,21724.347826087
5966,17066,19100.6666666667
5967,17067,15950.0
5968,17068,16564.5
5969,17069,20375.2380952381
5970,17070,17561.3333333333
5971,17071,18489.3333333333
5972,17072,18419.0
5973,17073,20461.6666666667
5974,17074,18778.6666666667
5975,17075,19211.7391304348
5976,17076,19638.8
5977,17077,17793.3333333333
5978,17078,17545.3333333333
5979,17079,18270.6666666667
5980,17080,19363.3333333333
5981,17081,16948.6666666667
5982,17082,20295.6
5983,17083,18381.4285714286
5984,17084,16763.0
5985,17085,18368.0
5986,17086,20303.3333333333
5987,17087,16832.1739130435
5988,17089,19989.3333333333
5989,17091,20085.2380952381
5990,17092,17148.5
5991,17093,19335.0
5992,17094,22154.6666666667
5993,17095,17409.5652173913
5994,17096,
5995,17097,18992.0
5996,17098,18258.8333333333
5997,17099,18334.0
5998,17100,19937.2
5999,17101,16506.0
6000,17102,21183.3333333333
6001,17103,20280.0
6002,17104,16870.0
6003,17105,18575.3333333333
6004,17106,18927.1428571429
6005,17107,19225.3333333333
6006,17108,20531.3333333333
6007,17109,22273.4166666667
6008,17110,17045.0
6009,17111,17490.6666666667
6010,17112,19570.0
6011,17113,15939.5652173913
6012,17114,18235.3333333333
6013,17115,18931.2
6014,17116,16303.3333333333
6015,17117,16882.8571428571
6016,17118,19341.0
6017,17119,19364.5
6018,17120,19800.5555555556
6019,17121,24344.0
6020,17122,19902.6666666667
6021,17124,18029.5238095238
6022,17125,20695.2173913044
6023,17126,19087.3333333333
6024,17127,18804.2857142857
6025,17128,19634.8
6026,17129,17390.0
6027,17130,18742.0
6028,17131,18203.3333333333
6029,17132,18132.0
6030,17133,17682.3076923077
6031,17134,18312.3076923077
6032,17135,17653.3333333333
6033,17136,21483.8888888889
6034,17137,17859.0476190476
6035,17138,18276.0
6036,17139,19831.4285714286
6037,17140,19749.5
6038,17141,19366.0
6039,17142,22818.6666666667
6040,17143,20019.5238095238
6041,17145,19708.0952380952
6042,17146,20221.0
6043,17147,18794.6666666667
6044,17148,19695.3333333333
6045,17149,
6046,17150,18405.7142857143
6047,17151,17541.5
6048,17152,17461.4285714286
6049,17153,20796.6666666667
6050,17154,18778.6666666667
6051,17155,20006.1111111111
6052,17156,17055.0
6053,17157,19416.5384615385
6054,17158,19080.6666666667
6055,17159,18283.9583333333
6056,17160,18145.3333333333
6057,17161,21488.7096774194
6058,17162,15541.5384615385
6059,17163,18249.6
6060,17164,22136.0
6061,17165,18407.3333333333
6062,17166,19240.4166666667
6063,17167,15721.3043478261
6064,17168,22334.0
6065,17169,
6066,17171,18761.4285714286
6067,17172,17515.652173913
6068,17173,17312.6666666667
6069,17174,19308.5714285714
6070,17175,18729.0
6071,17176,20722.0
6072,17177,14886.0
6073,17178,
6074,17179,20685.0
6075,17180,17159.3333333333
6076,17181,18675.5555555556
6077,17182,17646.9761904762
6078,17183,18524.6666666667
6079,17184,19312.0
6080,17185,17882.6666666667
6081,17186,18903.0
6082,17187,18491.3043478261
6083,17188,17252.0
6084,17189,18742.0
6085,17190,24270.6666666667
6086,17191,18833.2380952381
6087,17192,19554.6666666667
6088,17193,21988.0
6089,17194,21615.652173913
6090,17195,18138.0
6091,17196,17160.0
6092,17197,18064.6666666667
6093,17198,20264.9761904762
6094,17199,16793.8888888889
6095,17200,24643.4666666667
6096,17201,19928.0952380952
6097,17202,19623.2
6098,17203,19396.0
6099,17204,15715.7692307692
6100,17205,21415.0
6101,17206,18316.0
6102,17207,23105.0
6103,17208,19966.0
6104,17209,20262.6666666667
6105,17210,17369.6666666667
6106,17211,17286.7857142857
6107,17212,19832.8571428571
6108,17213,17260.2857142857
6109,17214,19524.6153846154
6110,17215,
6111,17216,18638.0952380952
6112,17217,17938.4
6113,17218,19055.119047619
6114,17219,18711.6666666667
6115,17220,20560.5555555556
6116,17221,17991.3333333333
6117,17222,23547.3333333333
6118,17223,18039.5238095238
6119,17224,18166.1904761905
6120,17225,20252.0833333333
6121,17226,20161.0
6122,17227,20140.7692307692
6123,17228,19738.0
6124,17229,17018.5
6125,17230,20620.0
6126,17231,14656.0
6127,17232,18031.3333333333
6128,17233,20238.5
6129,17234,18568.0
6130,17235,18988.0
6131,17236,16029.3333333333
6132,17237,18746.5384615385
6133,17238,17730.0
6134,17239,18699.0
6135,17240,17484.347826087
6136,17241,17211.0
6137,17242,19224.2857142857
6138,17243,18313.0
6139,17244,19010.0
6140,17245,22217.619047619
6141,17246,18872.380952381
6142,17247,18317.6
6143,17248,17601.5
6144,17249,16820.0833333333
6145,17250,18428.0
6146,17252,19742.380952381
6147,17253,18085.3333333333
6148,17254,17267.1428571429
6149,17255,18026.1111111111
6150,17256,17149.2307692308
6151,17257,16740.8333333333
6152,17258,19773.3333333333
6153,17259,18271.4285714286
6154,17260,17670.5555555556
6155,17261,17884.6666666667
6156,17262,20657.0967741935
6157,17263,17379.4642857143
6158,17264,22845.3333333333
6159,17265,17840.6666666667
6160,17266,16988.0
6161,17267,20369.5652173913
6162,17268,18228.4
6163,17269,17966.6666666667
6164,17270,17961.3333333333
6165,17271,16100.8333333333
6166,17272,19136.3333333333
6167,17273,20104.2857142857
6168,17274,23198.0
6169,17275,21026.0
6170,17276,
6171,17277,18393.9130434783
6172,17278,19544.6153846154
6173,17279,17926.0
6174,17280,18471.724137931
6175,17281,19172.2222222222
6176,17282,16599.2
6177,17283,17672.0
6178,17284,18810.6666666667
6179,17285,19290.5555555556
6180,17286,22585.3333333333
6181,17287,18314.4444444444
6182,17288,16963.0769230769
6183,17289,21653.3333333333
6184,17290,18471.8518518519
6185,17291,22468.8888888889
6186,17292,18925.0
6187,17293,20048.0
6188,17294,16479.5833333333
6189,17295,18706.0
6190,17296,19683.3333333333
6191,17297,24355.0
6192,17298,17506.25
6193,17299,17771.0
6194,17300,19154.0
6195,17301,
6196,17302,17715.5555555556
6197,17303,18919.3333333333
6198,17304,20362.8571428571
6199,17305,18143.3333333333
6200,17306,20051.4285714286
6201,17307,18764.4444444444
6202,17308,20858.5
6203,17309,17107.0
6204,17310,18151.6
6205,17311,20062.7777777778
6206,17312,15815.7142857143
6207,17313,18683.0769230769
6208,17314,18383.75
6209,17315,20238.6666666667
6210,17316,19485.9166666667
6211,17317,17710.0
6212,17318,22048.8461538462
6213,17319,17746.6666666667
6214,17320,18085.8333333333
6215,17321,18484.2857142857
