,CODGEO,MED
1113,02712,21053.33333333333
1114,02713,19325.23809523809
1115,02714,18484.8275862069
1117,02716,21544.666666666668
1118,02717,18644.615384615383
1119,02718,23210.0
1120,02719,19495.714285714286
1121,02720,16444.0
1122,02721,21917.33333333333
1123,02722,16512.666666666664
1126,02725,14108.064516129032
1127,02726,21008.888888888887
1128,02727,16094.0
1129,02728,18901.33333333333
1131,02730,17726.875
1132,02731,20087.0
1133,02732,16420.0
1134,02733,21243.33333333333
1135,02734,19508.666666666664
1137,02736,19186.666666666668
1138,02737,17755.0
1139,02738,16646.0
1140,02739,22886.666666666664
1141,02740,18806.0
1142,02741,16633.809523809523
1143,02742,18028.666666666668
1144,02743,18452.85714285714
1146,02745,19237.083333333336
1147,02746,18925.23809523809
1149,02748,22138.666666666668
1150,02749,21572.0
1151,02750,18270.5
1152,02751,20045.33333333333
1153,02752,18225.0
1154,02753,16658.571428571428
1155,02754,19821.789297658863
1156,02755,18984.5
1157,02756,21510.75
1158,02757,16528.4
1159,02758,18051.42857142857
1160,02759,16349.166666666668
1161,02760,16699.333333333332
1162,02761,21254.848484848488
1163,02762,18220.666666666668
1164,02763,19470.95238095238
1166,02765,23348.5
1167,02766,18593.809523809523
1168,02767,22561.6
1169,02768,18499.666666666668
1170,02769,17545.583333333336
1171,02770,22111.42857142857
1173,02772,20340.47619047619
1175,02774,20804.0
1176,02775,21012.85714285714
1177,02776,17398.0
1178,02777,21749.64285714286
1179,02778,18989.0
1180,02779,18831.5
1181,02780,18984.0
1182,02781,20940.666666666668
1183,02782,18755.555555555555
1184,02783,15917.777777777776
1185,02784,18523.809523809523
1186,02785,20400.333333333336
1187,02786,18416.0
1188,02787,20817.2
1189,02788,18948.0
1190,02789,16764.0
1191,02790,19526.0
1192,02791,23831.5
1193,02792,20082.5
1194,02793,19213.75
1195,02794,25019.13043478261
1196,02795,19162.666666666668
1198,02797,17670.47619047619
1199,02798,19909.0
1200,02799,17706.53846153846
1201,02800,21721.90476190476
1202,02801,17610.666666666668
1203,02802,17451.0
1204,02803,20982.666666666668
1205,02804,21889.33333333333
1206,02805,17711.5
1207,02806,18358.0
1208,02807,22186.666666666668
1209,02808,16801.80769230769
1211,02810,18175.833333333336
1212,02811,21795.555555555555
1213,02812,21407.33333333333
1214,02813,17733.548387096773
1215,02814,20196.666666666668
1216,02815,20446.0
1217,02816,19918.4
1219,02818,22137.5
1220,02819,15609.583333333334
1221,02820,21116.0
1222,02821,20684.0
1223,02822,21836.95652173913
1225,02824,24419.33333333333
1226,02826,18236.0
1227,02827,19346.95652173913
1230,02830,17189.333333333332
1231,02831,17360.0
1232,02832,16663.3
1233,02833,18689.33333333333
1234,02834,21074.666666666668
1235,03001,19925.652173913044
1236,03002,20158.0
1237,03003,18780.555555555555
1238,03004,17269.333333333336
1239,03005,15838.666666666666
1240,03006,16233.478260869566
1241,03007,20885.33333333333
1242,03008,17989.0
1243,03009,17077.119047619046
1244,03010,19359.13043478261
1245,03011,19343.214285714286
1246,03012,20520.33333333333
1247,03013,20939.04761904762
1248,03014,19506.666666666668
1249,03015,20455.652173913044
1250,03016,19772.777777777777
1251,03017,16061.333333333334
1252,03018,17659.0
1253,03019,18679.565217391304
1254,03020,18118.0
1255,03021,19156.11111111111
1256,03022,17363.0
1257,03023,20990.87826086957
1258,03024,15871.833333333334
1259,03025,19032.222222222223
1260,03026,20620.666666666668
1261,03027,17656.06451612903
1262,03028,17596.0
1263,03029,19842.8
1264,03030,19560.47619047619
1265,03031,20926.666666666668
1266,03032,18663.0
1267,03033,18472.38095238095
1268,03034,18452.608695652176
1269,03035,18092.5
1270,03036,19335.33333333333
1271,03037,14755.21739130435
1272,03038,20245.33333333333
1273,03039,19406.95652173913
1274,03040,23727.241379310344
1275,03041,17558.333333333336
1276,03042,17374.444444444445
1277,03043,18114.83870967742
1278,03044,21348.0
1279,03045,19846.857142857145
1280,03046,17274.0
1281,03047,18486.666666666668
1282,03048,18619.0
